CustomerID,Recency,Frequency,Monetary,Country,Customer_Region,R_Score,F_Score,M_Score,RFM_Score,Segment
13865,57,4,501.56,United Kingdom,Domestic,3,4,3,343,Others
13866,73,1,145.67000000000002,United Kingdom,Domestic,2,1,1,211,Others
13867,30,3,1005.09,United Kingdom,Domestic,4,3,4,434,Loyal Customers
13868,6,2,3192.54,United Kingdom,Domestic,5,2,5,525,Recent Customers
13869,122,4,3083.65,United Kingdom,Domestic,2,4,5,245,At Risk
13870,1,8,2770.94,United Kingdom,Domestic,5,5,5,555,Champions
13871,22,13,6403.25,United Kingdom,Domestic,4,5,5,455,Champions
13873,119,3,389.6,United Kingdom,Domestic,2,3,2,232,Others
13874,357,1,540.45,United Kingdom,Domestic,1,1,3,113,Lost
13875,53,5,1786.79,United Kingdom,Domestic,3,4,4,344,Others
13876,63,1,122.7,United Kingdom,Domestic,3,1,1,311,Recent Customers
13877,85,1,117.24,United Kingdom,Domestic,2,1,1,211,Others
13878,54,1,1271.57,United Kingdom,Domestic,3,1,4,314,Recent Customers
13880,20,13,3219.77,United Kingdom,Domestic,4,5,5,455,Champions
13881,3,20,17159.52,United Kingdom,Domestic,5,5,5,555,Champions
13882,2,5,1191.13,United Kingdom,Domestic,5,4,4,544,Champions
13883,10,5,2674.48,United Kingdom,Domestic,5,4,5,545,Champions
13884,6,5,787.6,United Kingdom,Domestic,5,4,3,543,Loyal Customers
13885,188,2,506.8,United Kingdom,Domestic,1,2,3,123,Others
13886,70,1,243.56,United Kingdom,Domestic,3,1,2,312,Recent Customers
13887,203,1,349.55,United Kingdom,Domestic,1,1,2,112,Lost
13888,119,2,595.67,United Kingdom,Domestic,2,2,3,223,Others
13889,92,1,416.90000000000003,United Kingdom,Domestic,2,1,2,212,Others
13890,0,10,1883.8100000000002,United Kingdom,Domestic,5,5,4,554,Champions
13892,26,4,632.97,United Kingdom,Domestic,4,4,3,443,Loyal Customers
13893,297,1,821.1,United Kingdom,Domestic,1,1,3,113,Lost
13894,23,3,564.62,United Kingdom,Domestic,4,3,3,433,Loyal Customers
13895,27,4,2593.07,United Kingdom,Domestic,4,4,5,445,Champions
13897,49,1,311.16,United Kingdom,Domestic,3,1,2,312,Recent Customers
13898,325,1,155.93,United Kingdom,Domestic,1,1,1,111,Lost
13899,15,2,388.52,United Kingdom,Domestic,4,2,2,422,Potential Loyalists
13900,182,3,740.95,United Kingdom,Domestic,1,3,3,133,Others
13901,71,5,2867.2,United Kingdom,Domestic,2,4,5,245,At Risk
13904,36,2,332.64,United Kingdom,Domestic,3,2,2,322,Recent Customers
13908,79,4,2369.55,United Kingdom,Domestic,2,4,5,245,At Risk
13911,56,9,2580.91,United Kingdom,Domestic,3,5,5,355,Others
13914,11,2,626.45,United Kingdom,Domestic,5,2,3,523,Recent Customers
13917,49,2,272.04,United Kingdom,Domestic,3,2,2,322,Recent Customers
13918,49,2,1212.8400000000001,United Kingdom,Domestic,3,2,4,324,Recent Customers
13922,351,1,172.25,United Kingdom,Domestic,1,1,1,111,Lost
13923,53,1,351.13,United Kingdom,Domestic,3,1,2,312,Recent Customers
13924,1,6,1838.8500000000001,United Kingdom,Domestic,5,5,4,554,Champions
13925,92,4,678.25,United Kingdom,Domestic,2,4,3,243,At Risk
13926,22,1,223.85000000000002,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
13927,74,1,348.99,United Kingdom,Domestic,2,1,2,212,Others
13928,10,4,464.57,United Kingdom,Domestic,5,4,3,543,Loyal Customers
13929,168,2,842.65,United Kingdom,Domestic,2,2,3,223,Others
13930,57,2,337.34,United Kingdom,Domestic,3,2,2,322,Recent Customers
13931,95,2,1237.53,United Kingdom,Domestic,2,2,4,224,Others
13932,294,1,307.4,United Kingdom,Domestic,1,1,2,112,Lost
13933,108,2,608.7900000000001,United Kingdom,Domestic,2,2,3,223,Others
13934,263,1,922.1,United Kingdom,Domestic,1,1,4,114,Lost
13936,179,1,376.58,United Kingdom,Domestic,1,1,2,112,Lost
13937,168,1,158.85,United Kingdom,Domestic,2,1,1,211,Others
13938,34,1,71.66,United Kingdom,Domestic,3,1,1,311,Recent Customers
13939,22,3,568.55,United Kingdom,Domestic,4,3,3,433,Loyal Customers
13940,16,4,839.14,United Kingdom,Domestic,4,4,3,443,Loyal Customers
13941,21,5,5112.96,United Kingdom,Domestic,4,4,5,445,Champions
13946,78,3,561.5699999999999,United Kingdom,Domestic,2,3,3,233,Others
13947,64,1,90.6,United Kingdom,Domestic,3,1,1,311,Recent Customers
13948,360,1,102.0,United Kingdom,Domestic,1,1,1,111,Lost
13949,2,6,2427.32,United Kingdom,Domestic,5,5,5,555,Champions
13950,10,4,745.06,United Kingdom,Domestic,5,4,3,543,Loyal Customers
13951,175,3,674.45,United Kingdom,Domestic,2,3,3,233,Others
13952,217,2,3251.071,United Kingdom,Domestic,1,2,5,125,Others
13953,6,7,3515.68,United Kingdom,Domestic,5,5,5,555,Champions
13954,1,2,439.92,United Kingdom,Domestic,5,2,2,522,Potential Loyalists
13955,153,2,322.96,United Kingdom,Domestic,2,2,2,222,Others
13956,4,5,1019.27,United Kingdom,Domestic,5,4,4,544,Champions
13959,78,3,594.04,United Kingdom,Domestic,2,3,3,233,Others
13960,20,2,230.22,United Kingdom,Domestic,4,2,1,421,Potential Loyalists
13962,21,2,169.55,United Kingdom,Domestic,4,2,1,421,Potential Loyalists
13963,307,4,664.54,United Kingdom,Domestic,1,4,3,143,At Risk
13967,145,1,80.7,United Kingdom,Domestic,2,1,1,211,Others
13969,6,18,9024.17,United Kingdom,Domestic,5,5,5,555,Champions
13971,18,8,2758.26,United Kingdom,Domestic,4,5,5,455,Champions
13972,70,2,190.25,United Kingdom,Domestic,3,2,1,321,Recent Customers
13973,286,1,264.7,United Kingdom,Domestic,1,1,2,112,Lost
13974,48,1,413.59000000000003,United Kingdom,Domestic,3,1,2,312,Recent Customers
13975,30,6,2461.2400000000002,United Kingdom,Domestic,4,5,5,455,Champions
13976,206,1,357.98,United Kingdom,Domestic,1,1,2,112,Lost
13978,14,2,196.79000000000002,United Kingdom,Domestic,4,2,1,421,Potential Loyalists
13979,72,1,869.87,United Kingdom,Domestic,2,1,3,213,Others
13980,59,1,200.14,United Kingdom,Domestic,3,1,1,311,Recent Customers
13982,38,4,1871.81,United Kingdom,Domestic,3,4,4,344,Others
13983,29,12,2603.43,United Kingdom,Domestic,4,5,5,455,Champions
13984,26,5,920.51,United Kingdom,Domestic,4,4,4,444,Champions
13985,3,15,7060.13,United Kingdom,Domestic,5,5,5,555,Champions
13986,16,1,320.46,United Kingdom,Domestic,4,1,2,412,Potential Loyalists
13988,19,6,4147.96,United Kingdom,Domestic,4,5,5,455,Champions
13989,65,2,1266.08,United Kingdom,Domestic,3,2,4,324,Recent Customers
13990,212,1,311.3,United Kingdom,Domestic,1,1,2,112,Lost
13991,11,6,852.88,United Kingdom,Domestic,5,5,3,553,Loyal Customers
13992,29,1,76.8,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
13993,42,9,3466.36,United Kingdom,Domestic,3,5,5,355,Others
13994,3,6,2274.14,United Kingdom,Domestic,5,5,5,555,Champions
13995,14,5,1393.69,United Kingdom,Domestic,4,4,4,444,Champions
13999,9,12,3901.81,United Kingdom,Domestic,5,5,5,555,Champions
14000,210,1,635.66,United Kingdom,Domestic,1,1,3,113,Lost
14001,45,3,2043.0800000000002,United Kingdom,Domestic,3,3,5,335,Others
14002,133,2,529.73,United Kingdom,Domestic,2,2,3,223,Others
14004,42,7,4582.64,United Kingdom,Domestic,3,5,5,355,Others
14005,9,5,2874.72,United Kingdom,Domestic,5,4,5,545,Champions
14006,115,3,962.19,United Kingdom,Domestic,2,3,4,234,Others
14009,197,2,695.61,United Kingdom,Domestic,1,2,3,123,Others
14012,277,1,328.8,United Kingdom,Domestic,1,1,2,112,Lost
14013,109,3,473.02,United Kingdom,Domestic,2,3,3,233,Others
14014,76,1,505.18,United Kingdom,Domestic,2,1,3,213,Others
14015,52,1,917.34,United Kingdom,Domestic,3,1,4,314,Recent Customers
14019,46,3,1421.61,United Kingdom,Domestic,3,3,4,334,Others
14020,16,2,642.8,United Kingdom,Domestic,4,2,3,423,Recent Customers
14021,154,3,631.9,United Kingdom,Domestic,2,3,3,233,Others
14022,224,1,440.0,United Kingdom,Domestic,1,1,2,112,Lost
14023,6,2,584.07,United Kingdom,Domestic,5,2,3,523,Recent Customers
14024,121,2,327.7,United Kingdom,Domestic,2,2,2,222,Others
14027,60,1,104.82,United Kingdom,Domestic,3,1,1,311,Recent Customers
14029,62,2,467.66,United Kingdom,Domestic,3,2,3,323,Recent Customers
14030,17,8,2358.84,United Kingdom,Domestic,4,5,5,455,Champions
14031,6,19,17286.86,United Kingdom,Domestic,5,5,5,555,Champions
14032,1,11,2975.59,United Kingdom,Domestic,5,5,5,555,Champions
14034,21,3,648.89,United Kingdom,Domestic,4,3,3,433,Loyal Customers
14035,28,5,1428.02,United Kingdom,Domestic,4,4,4,444,Champions
14036,284,1,626.65,United Kingdom,Domestic,1,1,3,113,Lost
14037,175,2,147.20000000000002,United Kingdom,Domestic,2,2,1,221,Others
14038,77,3,1560.38,United Kingdom,Domestic,2,3,4,234,Others
14039,32,1,152.2,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
14040,40,12,3560.32,United Kingdom,Domestic,3,5,5,355,Others
14041,265,1,141.41,United Kingdom,Domestic,1,1,1,111,Lost
14044,26,4,646.42,United Kingdom,Domestic,4,4,3,443,Loyal Customers
14045,108,4,1659.75,United Kingdom,Domestic,2,4,4,244,At Risk
14046,283,1,154.99,United Kingdom,Domestic,1,1,1,111,Lost
14047,8,5,1308.6100000000001,United Kingdom,Domestic,5,4,4,544,Champions
14048,304,1,409.93,United Kingdom,Domestic,1,1,2,112,Lost
14049,16,4,5578.72,United Kingdom,Domestic,4,4,5,445,Champions
14050,31,2,746.36,United Kingdom,Domestic,4,2,3,423,Recent Customers
14051,0,23,15610.390000000001,United Kingdom,Domestic,5,5,5,555,Champions
14052,19,1,225.36,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
14053,123,2,260.25,United Kingdom,Domestic,2,2,2,222,Others
14054,64,1,92.46,United Kingdom,Domestic,3,1,1,311,Recent Customers
14055,105,1,725.6400000000001,United Kingdom,Domestic,2,1,3,213,Others
14056,0,23,8152.71,United Kingdom,Domestic,5,5,5,555,Champions
14057,23,17,6211.66,United Kingdom,Domestic,4,5,5,455,Champions
14059,266,1,183.6,United Kingdom,Domestic,1,1,1,111,Lost
14060,4,19,6140.42,United Kingdom,Domestic,5,5,5,555,Champions
14062,9,12,10464.85,United Kingdom,Domestic,5,5,5,555,Champions
14064,28,5,1334.34,United Kingdom,Domestic,4,4,4,444,Champions
14066,266,1,152.55,United Kingdom,Domestic,1,1,1,111,Lost
14067,63,2,374.7,United Kingdom,Domestic,3,2,2,322,Recent Customers
14068,319,1,265.85,United Kingdom,Domestic,1,1,2,112,Lost
14071,3,8,1437.57,United Kingdom,Domestic,5,5,4,554,Champions
14073,31,1,151.04,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
14075,4,3,942.26,United Kingdom,Domestic,5,3,4,534,Loyal Customers
14076,128,1,118.67,United Kingdom,Domestic,2,1,1,211,Others
14077,40,5,499.41999999999996,United Kingdom,Domestic,3,4,3,343,Others
14078,101,6,1049.37,United Kingdom,Domestic,2,5,4,254,At Risk
14079,124,1,375.1,United Kingdom,Domestic,2,1,2,212,Others
14080,32,1,45.599999999999994,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
14081,301,2,921.62,United Kingdom,Domestic,1,2,4,124,Others
14082,364,1,182.25,United Kingdom,Domestic,1,1,1,111,Lost
14083,3,9,1002.9,United Kingdom,Domestic,5,5,4,554,Champions
14085,1,18,4421.29,United Kingdom,Domestic,5,5,5,555,Champions
14087,2,1,191.47,United Kingdom,Domestic,5,1,1,511,Potential Loyalists
14088,9,13,50491.81,United Kingdom,Domestic,5,5,5,555,Champions
14089,56,1,158.75,United Kingdom,Domestic,3,1,1,311,Recent Customers
14090,324,1,76.32000000000001,United Kingdom,Domestic,1,1,1,111,Lost
14092,7,14,4076.91,United Kingdom,Domestic,5,5,5,555,Champions
14093,11,1,433.86,United Kingdom,Domestic,5,1,2,512,Potential Loyalists
14096,3,17,65164.79,United Kingdom,Domestic,5,5,5,555,Champions
14098,36,1,147.35,United Kingdom,Domestic,3,1,1,311,Recent Customers
14099,15,11,3104.17,United Kingdom,Domestic,4,5,5,455,Champions
14100,137,1,191.95000000000002,United Kingdom,Domestic,2,1,1,211,Others
14101,73,6,5976.79,United Kingdom,Domestic,2,5,5,255,At Risk
14102,4,5,1105.8799999999999,United Kingdom,Domestic,5,4,4,544,Champions
14104,154,2,216.20999999999998,United Kingdom,Domestic,2,2,1,221,Others
14105,238,1,1266.23,United Kingdom,Domestic,1,1,4,114,Lost
14107,51,7,2703.23,United Kingdom,Domestic,3,5,5,355,Others
14108,30,2,597.91,United Kingdom,Domestic,4,2,3,423,Recent Customers
14109,72,1,144.2,United Kingdom,Domestic,2,1,1,211,Others
14110,3,12,5683.15,United Kingdom,Domestic,5,5,5,555,Champions
14111,13,4,692.85,United Kingdom,Domestic,4,4,3,443,Loyal Customers
14112,22,7,2915.15,United Kingdom,Domestic,4,5,5,455,Champions
14113,3,4,1840.42,United Kingdom,Domestic,5,4,4,544,Champions
14114,273,2,386.53,United Kingdom,Domestic,1,2,2,122,Others
14116,19,5,1382.74,United Kingdom,Domestic,4,4,4,444,Champions
14117,143,1,90.0,United Kingdom,Domestic,2,1,1,211,Others
14121,3,4,2780.15,United Kingdom,Domestic,5,4,5,545,Champions
14124,83,1,419.58000000000004,United Kingdom,Domestic,2,1,2,212,Others
14125,10,3,2720.63,United Kingdom,Domestic,5,3,5,535,Loyal Customers
14126,7,3,706.1300000000001,United Kingdom,Domestic,5,3,3,533,Loyal Customers
14127,122,3,709.71,United Kingdom,Domestic,2,3,3,233,Others
14128,60,2,637.5,United Kingdom,Domestic,3,2,3,323,Recent Customers
14129,1,5,1123.8600000000001,United Kingdom,Domestic,5,4,4,544,Champions
14130,318,1,480.91,United Kingdom,Domestic,1,1,3,113,Lost
14132,1,11,3586.0299999999997,United Kingdom,Domestic,5,5,5,555,Champions
14133,129,3,605.64,United Kingdom,Domestic,2,3,3,233,Others
14135,1,15,4690.31,United Kingdom,Domestic,5,5,5,555,Champions
14138,1,2,965.8800000000001,United Kingdom,Domestic,5,2,4,524,Recent Customers
14139,45,1,415.82,United Kingdom,Domestic,3,1,2,312,Recent Customers
14140,3,2,935.05,United Kingdom,Domestic,5,2,4,524,Recent Customers
14141,2,4,915.13,United Kingdom,Domestic,5,4,4,544,Champions
14142,372,1,311.81,United Kingdom,Domestic,1,1,2,112,Lost
14143,133,1,115.8,United Kingdom,Domestic,2,1,1,211,Others
14145,46,4,3742.2,United Kingdom,Domestic,3,4,5,345,Others
14146,8,5,4191.0,United Kingdom,Domestic,5,4,5,545,Champions
14147,77,2,483.4,United Kingdom,Domestic,2,2,3,223,Others
14148,233,1,157.2,United Kingdom,Domestic,1,1,1,111,Lost
14149,220,1,446.62,United Kingdom,Domestic,1,1,2,112,Lost
14150,35,2,658.64,United Kingdom,Domestic,3,2,3,323,Recent Customers
14152,74,2,621.29,United Kingdom,Domestic,2,2,3,223,Others
14154,238,2,1345.62,United Kingdom,Domestic,1,2,4,124,Others
14155,265,1,118.75,United Kingdom,Domestic,1,1,1,111,Lost
14157,19,2,424.89000000000004,United Kingdom,Domestic,4,2,2,422,Potential Loyalists
14158,39,1,507.66,United Kingdom,Domestic,3,1,3,313,Recent Customers
14159,19,11,4630.35,United Kingdom,Domestic,4,5,5,455,Champions
14161,215,3,1097.6200000000001,United Kingdom,Domestic,1,3,4,134,Others
14162,173,2,289.36,United Kingdom,Domestic,2,2,2,222,Others
14163,86,4,2445.91,United Kingdom,Domestic,2,4,5,245,At Risk
14164,70,2,1631.77,United Kingdom,Domestic,3,2,4,324,Recent Customers
14165,275,1,120.44,United Kingdom,Domestic,1,1,1,111,Lost
14167,38,4,562.59,United Kingdom,Domestic,3,4,3,343,Others
14171,97,1,363.79,United Kingdom,Domestic,2,1,2,212,Others
14173,10,4,450.84,United Kingdom,Domestic,5,4,2,542,Loyal Customers
14174,32,1,134.46,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
14175,59,3,3222.3,United Kingdom,Domestic,3,3,5,335,Others
14176,296,4,576.9000000000001,United Kingdom,Domestic,1,4,3,143,At Risk
14177,85,4,549.46,United Kingdom,Domestic,2,4,3,243,At Risk
14178,8,7,1600.26,United Kingdom,Domestic,5,5,4,554,Champions
14179,40,2,701.57,United Kingdom,Domestic,3,2,3,323,Recent Customers
14180,10,25,4748.52,United Kingdom,Domestic,5,5,5,555,Champions
14184,66,1,452.89,United Kingdom,Domestic,3,1,2,312,Recent Customers
14185,330,1,197.65,United Kingdom,Domestic,1,1,1,111,Lost
14188,30,6,2054.36,United Kingdom,Domestic,4,5,5,455,Champions
14189,1,15,4654.08,United Kingdom,Domestic,5,5,5,555,Champions
14191,1,13,4684.76,United Kingdom,Domestic,5,5,5,555,Champions
14193,67,2,853.39,United Kingdom,Domestic,3,2,3,323,Recent Customers
14194,4,21,11349.52,United Kingdom,Domestic,5,5,5,555,Champions
14195,201,2,1012.0,United Kingdom,Domestic,1,2,4,124,Others
14196,106,1,335.52,United Kingdom,Domestic,2,1,2,212,Others
14198,17,4,701.4,United Kingdom,Domestic,4,4,3,443,Loyal Customers
14199,217,1,185.39999999999998,United Kingdom,Domestic,1,1,1,111,Lost
14201,59,7,747.44,United Kingdom,Domestic,3,5,3,353,Others
14204,1,1,150.61,United Kingdom,Domestic,5,1,1,511,Potential Loyalists
14205,16,2,466.7,United Kingdom,Domestic,4,2,3,423,Recent Customers
14206,238,1,328.15999999999997,United Kingdom,Domestic,1,1,2,112,Lost
14208,94,1,151.74,United Kingdom,Domestic,2,1,1,211,Others
14209,10,6,2073.43,United Kingdom,Domestic,5,5,5,555,Champions
14210,105,6,1905.8400000000001,United Kingdom,Domestic,2,5,4,254,At Risk
14211,52,9,2241.1,United Kingdom,Domestic,3,5,5,355,Others
14212,89,1,1070.48,United Kingdom,Domestic,2,1,4,214,Others
14214,30,5,1004.38,United Kingdom,Domestic,4,4,4,444,Champions
14215,11,6,1789.72,United Kingdom,Domestic,5,5,4,554,Champions
14216,2,4,1839.3,United Kingdom,Domestic,5,4,4,544,Champions
14217,1,17,2004.98,United Kingdom,Domestic,5,5,5,555,Champions
14218,42,1,169.48000000000002,United Kingdom,Domestic,3,1,1,311,Recent Customers
14219,3,1,89.94,United Kingdom,Domestic,5,1,1,511,Potential Loyalists
14220,246,2,632.4,United Kingdom,Domestic,1,2,3,123,Others
14221,41,9,3432.8,United Kingdom,Domestic,3,5,5,355,Others
14222,176,1,683.17,United Kingdom,Domestic,2,1,3,213,Others
14223,91,3,991.13,United Kingdom,Domestic,2,3,4,234,Others
14224,109,4,1009.73,United Kingdom,Domestic,2,4,4,244,At Risk
14226,28,5,2214.79,United Kingdom,Domestic,4,4,5,445,Champions
14227,25,10,3350.96,United Kingdom,Domestic,4,5,5,455,Champions
14229,51,3,1547.2,United Kingdom,Domestic,3,3,4,334,Others
14231,183,3,925.71,United Kingdom,Domestic,1,3,4,134,Others
14232,42,5,2048.07,United Kingdom,Domestic,3,4,5,345,Others
14233,48,4,1462.72,United Kingdom,Domestic,3,4,4,344,Others
14234,21,4,754.12,United Kingdom,Domestic,4,4,3,443,Loyal Customers
14235,74,5,3144.86,United Kingdom,Domestic,2,4,5,245,At Risk
14236,80,2,490.86,United Kingdom,Domestic,2,2,3,223,Others
14237,372,1,161.0,United Kingdom,Domestic,1,1,1,111,Lost
14238,325,1,146.85,United Kingdom,Domestic,1,1,1,111,Lost
14239,42,11,2380.85,United Kingdom,Domestic,3,5,5,355,Others
14240,29,2,890.34,United Kingdom,Domestic,4,2,4,424,Recent Customers
14241,183,1,213.70000000000002,United Kingdom,Domestic,1,1,1,111,Lost
14242,234,2,280.55,United Kingdom,Domestic,1,2,2,122,Others
14243,8,10,2588.77,United Kingdom,Domestic,5,5,5,555,Champions
14245,219,2,1693.45,United Kingdom,Domestic,1,2,4,124,Others
14246,110,3,1474.06,United Kingdom,Domestic,2,3,4,234,Others
14247,277,1,136.76999999999998,United Kingdom,Domestic,1,1,1,111,Lost
14248,317,1,302.58,United Kingdom,Domestic,1,1,2,112,Lost
14250,6,3,1904.05,United Kingdom,Domestic,5,3,4,534,Loyal Customers
14251,1,5,2879.7000000000003,United Kingdom,Domestic,5,4,5,545,Champions
14256,259,2,969.0600000000001,United Kingdom,Domestic,1,2,4,124,Others
14257,63,5,3099.7200000000003,United Kingdom,Domestic,3,4,5,345,Others
14258,8,9,12669.98,United Kingdom,Domestic,5,5,5,555,Champions
14259,141,1,120.0,United Kingdom,Domestic,2,1,1,211,Others
14261,50,2,1163.45,United Kingdom,Domestic,3,2,4,324,Recent Customers
14262,7,8,2618.23,United Kingdom,Domestic,5,5,5,555,Champions
14264,154,2,333.97,United Kingdom,Domestic,2,2,2,222,Others
14267,162,3,1516.24,United Kingdom,Domestic,2,3,4,234,Others
14270,331,1,492.65000000000003,United Kingdom,Domestic,1,1,3,113,Lost
14271,225,1,112.32,United Kingdom,Domestic,1,1,1,111,Lost
14272,73,2,437.96,United Kingdom,Domestic,2,2,2,222,Others
14273,50,4,559.97,United Kingdom,Domestic,3,4,3,343,Others
14276,98,3,1119.74,United Kingdom,Domestic,2,3,4,234,Others
14280,196,1,134.04,United Kingdom,Domestic,1,1,1,111,Lost
14282,2,15,3701.44,United Kingdom,Domestic,5,5,5,555,Champions
14284,30,2,595.25,United Kingdom,Domestic,4,2,3,423,Recent Customers
14285,20,4,1910.01,United Kingdom,Domestic,4,4,4,444,Champions
14286,23,3,4628.75,United Kingdom,Domestic,4,3,5,435,Loyal Customers
14287,7,3,176.63,United Kingdom,Domestic,5,3,1,531,Loyal Customers
14288,212,1,426.6,United Kingdom,Domestic,1,1,2,112,Lost
14289,8,6,911.26,United Kingdom,Domestic,5,5,4,554,Champions
14290,10,5,2314.65,United Kingdom,Domestic,5,4,5,545,Champions
14291,1,11,3883.25,United Kingdom,Domestic,5,5,5,555,Champions
14292,7,9,4871.93,United Kingdom,Domestic,5,5,5,555,Champions
14293,2,4,1046.56,United Kingdom,Domestic,5,4,4,544,Champions
14295,39,1,166.20000000000002,United Kingdom,Domestic,3,1,1,311,Recent Customers
14297,17,4,1305.33,United Kingdom,Domestic,4,4,4,444,Champions
14298,7,44,51527.3,United Kingdom,Domestic,5,5,5,555,Champions
14299,7,9,3965.62,United Kingdom,Domestic,5,5,5,555,Champions
14300,18,1,43.2,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
14301,116,1,640.14,United Kingdom,Domestic,2,1,3,213,Others
14304,222,1,383.45,United Kingdom,Domestic,1,1,2,112,Lost
14305,70,3,1858.96,United Kingdom,Domestic,3,3,4,334,Others
14306,50,2,2093.32,United Kingdom,Domestic,3,2,5,325,Recent Customers
14307,88,6,2995.72,United Kingdom,Domestic,2,5,5,255,At Risk
14309,7,9,2352.53,United Kingdom,Domestic,5,5,5,555,Champions
14311,242,1,310.26,United Kingdom,Domestic,1,1,2,112,Lost
14312,46,6,1611.59,United Kingdom,Domestic,3,5,4,354,Others
14314,106,1,120.0,United Kingdom,Domestic,2,1,1,211,Others
14315,44,6,2481.13,United Kingdom,Domestic,3,5,5,355,Others
14317,64,1,508.58000000000004,United Kingdom,Domestic,3,1,3,313,Recent Customers
14320,206,2,477.79,United Kingdom,Domestic,1,2,3,123,Others
14321,10,5,1530.75,United Kingdom,Domestic,5,4,4,544,Champions
14323,114,2,605.0600000000001,United Kingdom,Domestic,2,2,3,223,Others
14326,241,1,183.85,United Kingdom,Domestic,1,1,1,111,Lost
14327,162,1,311.65,United Kingdom,Domestic,2,1,2,212,Others
14329,16,7,4975.24,United Kingdom,Domestic,4,5,5,455,Champions
14331,123,2,462.65999999999997,United Kingdom,Domestic,2,2,2,222,Others
14332,22,3,840.21,United Kingdom,Domestic,4,3,3,433,Loyal Customers
14333,67,1,415.2,United Kingdom,Domestic,3,1,2,312,Recent Customers
14334,16,8,2552.21,United Kingdom,Domestic,4,5,5,455,Champions
14336,16,4,1614.91,United Kingdom,Domestic,4,4,4,444,Champions
14338,160,2,588.22,United Kingdom,Domestic,2,2,3,223,Others
14339,242,1,309.52,United Kingdom,Domestic,1,1,2,112,Lost
14340,218,1,134.7,United Kingdom,Domestic,1,1,1,111,Lost
14341,44,8,2166.98,United Kingdom,Domestic,3,5,5,355,Others
14342,20,4,668.5600000000001,United Kingdom,Domestic,4,4,3,443,Loyal Customers
14344,126,8,889.9300000000001,United Kingdom,Domestic,2,5,3,253,At Risk
14345,38,1,108.97999999999999,United Kingdom,Domestic,3,1,1,311,Recent Customers
14346,120,2,1021.58,United Kingdom,Domestic,2,2,4,224,Others
14348,259,1,409.57,United Kingdom,Domestic,1,1,2,112,Lost
14349,9,1,133.5,United Kingdom,Domestic,5,1,1,511,Potential Loyalists
14350,273,1,282.93,United Kingdom,Domestic,1,1,2,112,Lost
14351,164,1,51.0,United Kingdom,Domestic,2,1,1,211,Others
14352,156,4,1078.96,United Kingdom,Domestic,2,4,4,244,At Risk
14353,214,1,90.6,United Kingdom,Domestic,1,1,1,111,Lost
14354,5,2,163.62,United Kingdom,Domestic,5,2,1,521,Potential Loyalists
14355,365,1,174.4,United Kingdom,Domestic,1,1,1,111,Lost
14356,79,2,701.23,United Kingdom,Domestic,2,2,3,223,Others
14357,42,1,225.12,United Kingdom,Domestic,3,1,1,311,Recent Customers
14359,18,3,912.18,United Kingdom,Domestic,4,3,4,434,Loyal Customers
14360,31,4,2118.03,United Kingdom,Domestic,4,4,5,445,Champions
14362,21,1,151.5,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
14364,108,8,3717.35,United Kingdom,Domestic,2,5,5,255,At Risk
14367,7,16,9227.82,United Kingdom,Domestic,5,5,5,555,Champions
14368,319,1,155.0,United Kingdom,Domestic,1,1,1,111,Lost
14371,294,1,100.5,United Kingdom,Domestic,1,1,1,111,Lost
14373,357,1,76.55,United Kingdom,Domestic,1,1,1,111,Lost
14375,184,1,235.56,United Kingdom,Domestic,1,1,1,111,Lost
14377,190,2,617.05,United Kingdom,Domestic,1,2,3,123,Others
14379,43,2,348.1,United Kingdom,Domestic,3,2,2,322,Recent Customers
14381,51,1,202.68,United Kingdom,Domestic,3,1,1,311,Recent Customers
14382,25,1,615.49,United Kingdom,Domestic,4,1,3,413,Recent Customers
14383,37,3,1247.69,United Kingdom,Domestic,3,3,4,334,Others
14385,8,3,202.11,United Kingdom,Domestic,5,3,1,531,Loyal Customers
14386,296,1,142.4,United Kingdom,Domestic,1,1,1,111,Lost
14387,32,3,1727.6,United Kingdom,Domestic,4,3,4,434,Loyal Customers
14388,9,8,3212.84,United Kingdom,Domestic,5,5,5,555,Champions
14389,64,2,1043.46,United Kingdom,Domestic,3,2,4,324,Recent Customers
14390,9,9,4642.57,United Kingdom,Domestic,5,5,5,555,Champions
14393,217,1,67.95,United Kingdom,Domestic,1,1,1,111,Lost
14395,1,9,3479.91,United Kingdom,Domestic,5,5,5,555,Champions
14396,64,2,487.99,United Kingdom,Domestic,3,2,3,323,Recent Customers
14397,2,19,2612.96,United Kingdom,Domestic,5,5,5,555,Champions
14400,148,1,574.7,United Kingdom,Domestic,2,1,3,213,Others
14401,3,13,4051.48,United Kingdom,Domestic,5,5,5,555,Champions
14403,129,4,1475.81,United Kingdom,Domestic,2,4,4,244,At Risk
14404,33,6,1449.32,United Kingdom,Domestic,3,5,4,354,Others
