CustomerID,Recency,Frequency,Monetary,Country,Customer_Region,Cluster,Segment,PCA1,PCA2
13427,18,3,582.6,United Kingdom,Domestic,0,Potential Loyalists,0.224456413732585,-0.5529064295796425
13428,9,1,201.78,United Kingdom,Domestic,0,Potential Loyalists,-0.6737801786361344,-1.5828294449898717
13429,10,4,1006.8,United Kingdom,Domestic,0,Potential Loyalists,0.8804367830914628,-0.5927082559945858
13430,18,2,679.45,United Kingdom,Domestic,0,Potential Loyalists,0.03694605931096495,-0.6061067302668531
13431,66,2,1269.1,United Kingdom,Domestic,1,Loyal Customers,-0.11797253519430904,0.3690811839391035
13434,73,2,534.24,United Kingdom,Domestic,3,At-Risk,-0.5627815925060758,0.11242085444487027
13435,4,7,3809.89,United Kingdom,Domestic,2,VIP / Champions,2.2174289467893145,-0.39594714117212204
13436,1,1,196.89,United Kingdom,Domestic,0,Potential Loyalists,-0.11000299349527812,-2.5460600979196903
13437,13,7,3408.06,United Kingdom,Domestic,2,VIP / Champions,1.7965871466282493,0.1738725948596357
13439,254,1,283.71,United Kingdom,Domestic,3,At-Risk,-1.6708087105431022,0.4614752444507829
13441,91,1,296.64,United Kingdom,Domestic,3,At-Risk,-1.2853328844290635,-0.12680240413018293
13447,22,3,1129.14,United Kingdom,Domestic,1,Loyal Customers,0.469175233490738,-0.1982658503590032
13448,16,6,3534.69,United Kingdom,Domestic,2,VIP / Champions,1.6236650707151852,0.2515965784984427
13449,23,1,291.88,United Kingdom,Domestic,0,Potential Loyalists,-0.8126129849715629,-0.9294574008758506
13450,26,6,2043.72,United Kingdom,Domestic,1,Loyal Customers,1.1989017936127069,0.32590766627199763
13451,25,5,2898.26,United Kingdom,Domestic,1,Loyal Customers,1.2383424715910434,0.37250342936873015
13452,258,2,590.0,United Kingdom,Domestic,3,At-Risk,-0.9636792323430282,0.8914381777446969
13453,165,2,356.98,United Kingdom,Domestic,3,At-Risk,-1.0421106230089225,0.44458072821002276
13455,24,2,1058.34,United Kingdom,Domestic,0,Potential Loyalists,0.14849436201797672,-0.28172430647235847
13456,17,6,1766.72,United Kingdom,Domestic,1,Loyal Customers,1.2748993920650162,0.032324775314480206
13458,6,14,9646.57,United Kingdom,Domestic,2,VIP / Champions,3.1057082822199122,0.3815483115807671
13460,28,2,183.44,United Kingdom,Domestic,0,Potential Loyalists,-0.7325144239986112,-0.8321182311319826
13461,38,3,1445.0,United Kingdom,Domestic,1,Loyal Customers,0.3971347854846562,0.20485895336645213
13462,252,1,151.5,United Kingdom,Domestic,3,At-Risk,-1.9636878161424565,0.22880894900937251
13464,57,1,674.68,United Kingdom,Domestic,3,At-Risk,-0.7321088138812208,-0.10095265848186509
13466,183,1,307.9,United Kingdom,Domestic,3,At-Risk,-1.5155303450404718,0.297760087865506
13467,10,2,1071.91,United Kingdom,Domestic,0,Potential Loyalists,0.4480055989191934,-0.763876140878727
13468,1,37,5704.97,United Kingdom,Domestic,2,VIP / Champions,4.145633793058768,-0.20000480928712655
13470,98,2,165.0,United Kingdom,Domestic,3,At-Risk,-1.2213257056295719,-0.14254912338240394
13471,0,4,2501.84,United Kingdom,Domestic,2,VIP / Champions,2.1684776000320363,-1.6823324892621991
13473,60,2,422.64,United Kingdom,Domestic,3,At-Risk,-0.6044707875899739,-0.0875272504408955
13474,235,1,226.84,United Kingdom,Domestic,3,At-Risk,-1.748667632713519,0.33418528008160364
13475,190,4,1431.78,United Kingdom,Domestic,1,Loyal Customers,0.026706405084709037,1.2282896930362535
13476,178,2,1238.47,United Kingdom,Domestic,1,Loyal Customers,-0.480826104736705,0.9428537637265794
13477,37,6,1454.58,United Kingdom,Domestic,1,Loyal Customers,0.9157657504782947,0.40443195346008237
13479,200,2,300.95,United Kingdom,Domestic,3,At-Risk,-1.1911225372895071,0.4958592483843712
13481,45,5,1804.56,United Kingdom,Domestic,1,Loyal Customers,0.8100785073976543,0.5378542937010004
13482,231,1,184.64,United Kingdom,Domestic,3,At-Risk,-1.8395736078764102,0.2492434392359876
13483,65,1,140.34,United Kingdom,Domestic,3,At-Risk,-1.5193266351673491,-0.5957122857175876
13484,240,1,313.8,United Kingdom,Domestic,3,At-Risk,-1.60303865298634,0.4646838057102736
13485,232,1,454.24,United Kingdom,Domestic,3,At-Risk,-1.4162525414605138,0.5793847124221899
13486,77,3,1122.41,United Kingdom,Domestic,1,Loyal Customers,0.02978882864360272,0.5236718975045527
13487,57,3,575.4,United Kingdom,Domestic,1,Loyal Customers,-0.1803702668800035,0.1042944109892524
13488,16,13,8968.31,United Kingdom,Domestic,2,VIP / Champions,2.6915804217503934,0.8548462884780648
13489,104,4,449.52,United Kingdom,Domestic,1,Loyal Customers,-0.3073918961846891,0.4509936349241695
13491,51,10,1215.82,United Kingdom,Domestic,1,Loyal Customers,1.127638867895599,0.6966657989412554
13492,135,3,1269.84,Switzerland,International,1,Loyal Customers,-0.11054596363169006,0.8983527492317064
13493,274,2,618.63,Switzerland,International,3,At-Risk,-0.9627014992138065,0.944257777017586
13494,311,1,316.26000000000005,United Kingdom,Domestic,3,At-Risk,-1.691654898119203,0.6206299317978606
13495,7,5,2044.87,United Kingdom,Domestic,2,VIP / Champions,1.4945610252969925,-0.45370078760284105
13496,10,2,653.33,United Kingdom,Domestic,0,Potential Loyalists,0.21378415495363026,-0.9444746343280185
13497,282,2,348.05,United Kingdom,Domestic,3,At-Risk,-1.2447755249341503,0.7516695434437161
13499,17,5,1159.11,United Kingdom,Domestic,1,Loyal Customers,0.9359737312659093,-0.18004139923657
13500,22,3,1166.77,United Kingdom,Domestic,1,Loyal Customers,0.48468890279496324,-0.1863038999210854
13501,287,1,1340.32,Switzerland,International,3,At-Risk,-0.9802064282029789,1.099674486269258
13502,16,3,292.0,United Kingdom,Domestic,0,Potential Loyalists,-0.062138377632325464,-0.8704969317192595
13503,70,1,216.85,United Kingdom,Domestic,3,At-Risk,-1.3405184855455232,-0.3944120539236105
13504,63,1,295.93,United Kingdom,Domestic,3,At-Risk,-1.1567332977356628,-0.3428593669142733
13505,72,4,4393.63,Switzerland,International,1,Loyal Customers,0.9013690574153324,1.0672873741678528
13506,315,2,458.52,United Kingdom,Domestic,3,At-Risk,-1.153969337078772,0.9174874673619758
13507,2,4,2479.16,United Kingdom,Domestic,2,VIP / Champions,1.7714362658534792,-1.034234921502345
13508,243,1,110.97,United Kingdom,Domestic,3,At-Risk,-2.097061523917897,0.09450868572252476
13509,8,7,979.72,United Kingdom,Domestic,2,VIP / Champions,1.3644275433467545,-0.543117795510279
13510,0,4,1791.56,United Kingdom,Domestic,2,VIP / Champions,2.0103868226804824,-1.804229766191786
13512,260,1,251.21,United Kingdom,Domestic,3,At-Risk,-1.7365314698512928,0.43099973155941473
13513,126,1,205.1,United Kingdom,Domestic,3,At-Risk,-1.5746554328481,-0.06985610526585269
13514,73,1,152.20000000000002,United Kingdom,Domestic,3,At-Risk,-1.5220621889806252,-0.4984462761612784
13515,72,4,891.12,United Kingdom,Domestic,1,Loyal Customers,0.146138819461186,0.4849604920830412
13516,20,3,1389.41,United Kingdom,Domestic,1,Loyal Customers,0.5998600527912777,-0.17651703220615617
13517,59,3,2128.42,United Kingdom,Domestic,1,Loyal Customers,0.42645935976327515,0.6016421323032625
13518,85,1,627.16,United Kingdom,Domestic,3,At-Risk,-0.9074607031241311,0.10598066352506484
13519,77,1,122.75,United Kingdom,Domestic,3,At-Risk,-1.6419933424499207,-0.5451946069927419
13520,58,6,3624.35,Switzerland,International,1,Loyal Customers,1.190707429086269,0.9985638698720324
13521,0,3,1071.73,United Kingdom,Domestic,0,Potential Loyalists,1.5653528461169897,-2.0764963429229355
13522,29,1,125.8,United Kingdom,Domestic,0,Potential Loyalists,-1.288887023241885,-1.102873196784824
13523,32,5,3964.88,United Kingdom,Domestic,1,Loyal Customers,1.3014926972747198,0.6282765509358091
13524,40,5,680.1800000000001,United Kingdom,Domestic,1,Loyal Customers,0.38951335529597514,0.11362619171731328
13525,14,2,628.78,United Kingdom,Domestic,0,Potential Loyalists,0.08479813510309271,-0.774534061218008
13527,33,7,2242.36,United Kingdom,Domestic,1,Loyal Customers,1.2811971895913559,0.5471762033344723
13529,78,2,307.76,United Kingdom,Domestic,3,At-Risk,-0.8467256807597341,-0.04972613927294801
13531,204,2,483.8,United Kingdom,Domestic,3,At-Risk,-0.9739119691425941,0.6804569152057813
13532,33,1,210.31,United Kingdom,Domestic,0,Potential Loyalists,-1.0917371074035798,-0.8421440177853828
13533,182,3,269.09,United Kingdom,Domestic,3,At-Risk,-0.9501660211546841,0.5087799788785823
13534,1,25,5870.08,United Kingdom,Domestic,2,VIP / Champions,3.815865495441482,-0.3337319964875278
13536,0,7,3444.39,United Kingdom,Domestic,2,VIP / Champions,2.7450130995373234,-1.3870847483621607
13538,42,7,1280.85,United Kingdom,Domestic,1,Loyal Customers,0.9321672558295944,0.4820321092068522
13539,85,3,631.34,United Kingdom,Domestic,1,Loyal Customers,-0.2773117333074708,0.37168677547938456
13544,39,2,276.06,United Kingdom,Domestic,0,Potential Loyalists,-0.6547464430810414,-0.49283136646649256
13546,11,3,621.09,United Kingdom,Domestic,0,Potential Loyalists,0.4189797776137912,-0.8020610486693619
13548,95,2,678.16,United Kingdom,Domestic,3,At-Risk,-0.5430347632615243,0.3537251955786135
13549,25,7,918.2,United Kingdom,Domestic,1,Loyal Customers,0.9545053877003252,0.06226716417554782
13551,318,1,91.8,United Kingdom,Domestic,3,At-Risk,-2.2818152120878827,0.18485378130057664
13552,65,12,3740.07,United Kingdom,Domestic,2,VIP / Champions,1.7254809979003016,1.3116536486183266
13555,73,4,4098.88,United Kingdom,Domestic,1,Loyal Customers,0.8636228694691578,1.0500005309259512
13557,27,2,584.06,United Kingdom,Domestic,0,Potential Loyalists,-0.17320954090633298,-0.43134115331642275
13558,5,4,594.52,United Kingdom,Domestic,0,Potential Loyalists,0.8479419827395613,-1.1442450097847592
13560,6,1,171.42000000000002,United Kingdom,Domestic,0,Potential Loyalists,-0.6230948773812056,-1.8535511280219803
13561,215,1,141.86,United Kingdom,Domestic,3,At-Risk,-1.9380947328663316,0.11120957513092238
13562,81,3,1799.33,United Kingdom,Domestic,1,Loyal Customers,0.23527843980283383,0.7255548342271885
13563,83,2,777.53,United Kingdom,Domestic,1,Loyal Customers,-0.43062487794331566,0.32441626105350857
13564,143,3,1724.67,United Kingdom,Domestic,1,Loyal Customers,0.013923999653154613,1.0439734278502963
13565,18,2,240.22,United Kingdom,Domestic,0,Potential Loyalists,-0.4542355436802081,-0.9848366023414875
13566,40,2,856.84,United Kingdom,Domestic,1,Loyal Customers,-0.12827815859106817,-0.06544572088646623
13568,172,1,187.05,United Kingdom,Domestic,3,At-Risk,-1.72856394766532,0.07995537924405942
13569,16,2,338.62,United Kingdom,Domestic,0,Potential Loyalists,-0.2524355059406639,-0.9258459987918364
13570,242,1,239.49,United Kingdom,Domestic,3,At-Risk,-1.7335237350907773,0.37125058298726643
13571,12,12,2088.94,United Kingdom,Domestic,2,VIP / Champions,2.0305096240221965,0.1356515359860412
13572,205,1,1384.25,United Kingdom,Domestic,3,At-Risk,-0.8451575408726907,0.9127554155295502
13573,49,2,290.25,United Kingdom,Domestic,3,At-Risk,-0.710858253270043,-0.3422774006360558
13575,22,5,732.0699999999999,United Kingdom,Domestic,1,Loyal Customers,0.630935305483624,-0.20233389724007725
13576,9,18,6717.34,United Kingdom,Domestic,2,VIP / Champions,3.0206453695311875,0.5506747726072083
13577,24,4,1687.6,United Kingdom,Domestic,1,Loyal Customers,0.831411882429934,0.08258325934198595
13579,14,2,467.04,United Kingdom,Domestic,0,Potential Loyalists,-0.055784917359330735,-0.8829318537059976
13581,308,1,118.0,United Kingdom,Domestic,3,At-Risk,-2.152647341170114,0.2567854705798737
13583,155,1,781.03,United Kingdom,Domestic,3,At-Risk,-1.016569275563598,0.539102349160682
13584,306,1,142.4,United Kingdom,Domestic,3,At-Risk,-2.061986136317776,0.32105039407223923
13587,63,1,712.4,United Kingdom,Domestic,3,At-Risk,-0.7415698171194803,-0.02274393313925807
13588,15,9,2478.95,United Kingdom,Domestic,2,VIP / Champions,1.7999939329399743,0.2216022229986364
13589,14,2,379.65,United Kingdom,Domestic,0,Potential Loyalists,-0.1536728560236558,-0.958409205182974
13590,10,6,1981.92,United Kingdom,Domestic,2,VIP / Champions,1.5053601881131482,-0.21773481999693745
13591,64,3,1117.13,United Kingdom,Domestic,1,Loyal Customers,0.09273346585894159,0.4138438745610515
13592,35,4,247.96,United Kingdom,Domestic,0,Potential Loyalists,-0.20565077391719336,-0.40032890227211937
13593,107,5,2011.88,United Kingdom,Domestic,1,Loyal Customers,0.5564567853144237,1.083626759253435
13594,52,1,396.97,United Kingdom,Domestic,3,At-Risk,-0.9505975417640073,-0.3477243260289164
13596,5,2,664.11,United Kingdom,Domestic,0,Potential Loyalists,0.4382039303893525,-1.297915156847282
13598,46,1,160.04,United Kingdom,Domestic,3,At-Risk,-1.3361581687086597,-0.7493699433689204
13599,0,21,5149.92,United Kingdom,Domestic,2,VIP / Champions,3.85055497393274,-0.855978486039323
13600,311,1,219.52,United Kingdom,Domestic,3,At-Risk,-1.8639319726924732,0.4877941862870513
13601,44,2,693.32,United Kingdom,Domestic,1,Loyal Customers,-0.26172264405598844,-0.08748217753274797
13602,64,1,428.89,United Kingdom,Domestic,3,At-Risk,-0.9870148630271078,-0.19852975651093224
13603,25,1,164.34,United Kingdom,Domestic,0,Potential Loyalists,-1.1120320248026632,-1.0908030586523574
13606,28,3,276.75,United Kingdom,Domestic,0,Potential Loyalists,-0.27837755579349277,-0.5733332244175293
13607,39,1,675.51,United Kingdom,Domestic,0,Potential Loyalists,-0.5987015303537789,-0.320822880656231
13610,11,7,1082.33,United Kingdom,Domestic,1,Loyal Customers,1.3087180145258654,-0.33619636131179964
13611,88,3,1154.4,United Kingdom,Domestic,1,Loyal Customers,-0.004073678371790918,0.6121523932040155
13614,23,4,1585.46,United Kingdom,Domestic,1,Loyal Customers,0.8164525053869368,0.03559126896981291
13615,318,1,417.69,United Kingdom,Domestic,3,At-Risk,-1.5681956858872272,0.7350963600577304
13617,39,3,544.18,United Kingdom,Domestic,1,Loyal Customers,-0.07391924732598512,-0.13636067434793073
13618,173,1,177.34,United Kingdom,Domestic,3,At-Risk,-1.7557346414000552,0.06401145403134105
13621,116,1,213.85,United Kingdom,Domestic,3,At-Risk,-1.5256444047945492,-0.10330123663119413
13623,30,5,727.74,United Kingdom,Domestic,1,Loyal Customers,0.5214246987907849,-0.02750603943160344
13626,252,1,257.23,United Kingdom,Domestic,3,At-Risk,-1.7142304497707097,0.42115523372098596
13627,58,5,1638.47,United Kingdom,Domestic,1,Loyal Customers,0.6753988252477323,0.6501960840092669
13629,22,11,7792.36,United Kingdom,Domestic,2,VIP / Champions,2.3775166882318666,0.9242071937823653
13630,4,7,2031.78,United Kingdom,Domestic,2,VIP / Champions,1.9197685401834748,-0.6254608017591601
13631,99,11,3070.42,United Kingdom,Domestic,1,Loyal Customers,1.411122253087141,1.4556009626265134
13632,24,5,2118.93,United Kingdom,Domestic,1,Loyal Customers,1.1040806962929015,0.23491313242703762
13634,32,5,1547.36,United Kingdom,Domestic,1,Loyal Customers,0.8560233402775431,0.28479350604713016
13635,67,1,1071.03,United Kingdom,Domestic,3,At-Risk,-0.5703455415370446,0.1619377683313561
13636,36,5,949.12,United Kingdom,Domestic,1,Loyal Customers,0.5838178161982212,0.17428233757942954
13637,51,3,804.3,United Kingdom,Domestic,1,Loyal Customers,0.017056057236154647,0.16167267861155135
13638,15,1,122.64,United Kingdom,Domestic,0,Potential Loyalists,-1.0761263115177548,-1.484823160755138
13639,73,1,1033.34,United Kingdom,Domestic,3,At-Risk,-0.6175246189514095,0.19900533053096522
13642,215,1,312.28,United Kingdom,Domestic,3,At-Risk,-1.5661806513105438,0.3979771813942823
13643,30,3,519.44,United Kingdom,Domestic,0,Potential Loyalists,-0.0047971655105827436,-0.30445944599361313
13644,15,4,2624.26,United Kingdom,Domestic,1,Loyal Customers,1.1999558148144491,-0.02088665333530356
13645,119,1,252.1,United Kingdom,Domestic,3,At-Risk,-1.4570923212841003,-0.02845284762743196
13647,9,4,1648.12,United Kingdom,Domestic,1,Loyal Customers,1.1477604806791992,-0.4693711122564972
13649,256,2,346.6,United Kingdom,Domestic,3,At-Risk,-1.2122967148970742,0.6930062306849801
13650,16,6,1836.34,United Kingdom,Domestic,1,Loyal Customers,1.313628014329845,0.012539793822152215
13651,34,2,94.2,United Kingdom,Domestic,3,At-Risk,-1.11297528509858,-0.9621362839205092
13652,45,3,1095.08,United Kingdom,Domestic,1,Loyal Customers,0.20689641420662475,0.20156002936924222
13654,42,6,2707.33,United Kingdom,Domestic,1,Loyal Customers,1.1656700762548502,0.7044922789175072
13655,113,2,932.97,United Kingdom,Domestic,1,Loyal Customers,-0.4535729881994523,0.5719722867174077
13656,164,2,379.65,United Kingdom,Domestic,3,At-Risk,-1.0108678758532164,0.46342244918929376
13657,10,2,382.14,United Kingdom,Domestic,0,Potential Loyalists,-0.03971109339172545,-1.1399343632606789
13658,9,5,2639.17,United Kingdom,Domestic,2,VIP / Champions,1.5355787785189627,-0.2282542221691499
13659,205,2,1563.0,United Kingdom,Domestic,1,Loyal Customers,-0.42089828012102853,1.1110896646076212
13662,85,3,881.26,United Kingdom,Domestic,1,Loyal Customers,-0.1195628018273131,0.49332046915920263
13663,178,1,189.47,United Kingdom,Domestic,3,At-Risk,-1.7346955871385212,0.10484129542371746
13666,59,3,84.65,United Kingdom,Domestic,3,At-Risk,-1.0954914073827808,-0.571871321447724
13667,148,1,299.05,United Kingdom,Domestic,3,At-Risk,-1.4538741077677504,0.16203808746933326
13668,2,21,6309.83,United Kingdom,Domestic,2,VIP / Champions,3.5540167271026974,-0.13038713353099463
13669,50,2,218.55,United Kingdom,Domestic,3,At-Risk,-0.8517876817819702,-0.4337419754066924
13670,74,1,349.7,United Kingdom,Domestic,3,At-Risk,-1.1346016742364793,-0.18803240282791858
13672,300,2,186.39,United Kingdom,Domestic,3,At-Risk,-1.5614312593227881,0.5610693351184052
13673,18,2,387.44,United Kingdom,Domestic,0,Potential Loyalists,-0.22858156155089995,-0.8108441252932367
13675,150,2,486.8200000000001,United Kingdom,Domestic,3,At-Risk,-0.8616788399301387,0.5014421884111396
13678,151,1,232.6,United Kingdom,Domestic,3,At-Risk,-1.5795696024814239,0.08243406583955892
13680,0,4,3719.12,United Kingdom,Domestic,2,VIP / Champions,2.356193593338896,-1.537592430394914
13681,17,4,827.83,United Kingdom,Domestic,1,Loyal Customers,0.6117867228566014,-0.3720948269320378
13682,186,1,59.5,United Kingdom,Domestic,3,At-Risk,-2.293515364445049,-0.28806454091806744
13684,285,1,65.13,United Kingdom,Domestic,3,At-Risk,-2.403258093669902,-0.0036348417488857496
13685,2,7,3119.44,United Kingdom,Domestic,2,VIP / Champions,2.30536345474499,-0.7718406912586532
13686,182,1,72.0,United Kingdom,Domestic,3,At-Risk,-2.196829393145147,-0.23229495643056872
13689,62,1,910.0,United Kingdom,Domestic,3,At-Risk,-0.6201358800245764,0.05720995674266331
13690,58,1,172.25,United Kingdom,Domestic,3,At-Risk,-1.3828303989208968,-0.5878492360380658
13692,24,3,1488.32,United Kingdom,Domestic,1,Loyal Customers,0.5700812486159348,-0.04803724783869496
13694,3,50,65039.62,United Kingdom,Domestic,2,VIP / Champions,5.316604461942862,1.2114764932963302
13695,30,15,2504.13,United Kingdom,Domestic,2,VIP / Champions,1.993499530016609,0.7959931750081317
13697,38,1,151.29999999999998,United Kingdom,Domestic,3,At-Risk,-1.2958869015010146,-0.8803844656727837
13699,154,1,308.58000000000004,United Kingdom,Domestic,3,At-Risk,-1.4531775521848398,0.19686593353108098
13700,25,10,2248.63,United Kingdom,Domestic,2,VIP / Champions,1.6664847603213493,0.5100893804980462
13703,317,1,99.5,United Kingdom,Domestic,3,At-Risk,-2.2429388075766568,0.21210265481452573
13704,4,9,2308.06,United Kingdom,Domestic,2,VIP / Champions,2.1819782693266254,-0.4941624604341966
13705,7,3,711.86,United Kingdom,Domestic,0,Potential Loyalists,0.6284339915187149,-0.9927410487407348
13706,302,1,330.79,United Kingdom,Domestic,3,At-Risk,-1.6599816777312022,0.6196279876386361
13707,266,2,806.41,United Kingdom,Domestic,3,At-Risk,-0.8267721874374021,1.0234244709360971
13708,270,1,285.33,United Kingdom,Domestic,3,At-Risk,-1.6898757887265063,0.4996314757011214
13709,3,13,6307.650000000001,United Kingdom,Domestic,2,VIP / Champions,3.0421559600233126,-0.1316136173206508
13710,31,1,180.48,United Kingdom,Domestic,0,Potential Loyalists,-1.1421434032739437,-0.9336679590263429
13711,218,2,252.06,United Kingdom,Domestic,3,At-Risk,-1.3054428708684152,0.4822074554001142
13712,246,1,228.84,United Kingdom,Domestic,3,At-Risk,-1.7608136189805352,0.36438979776101454
13715,280,5,1077.39,United Kingdom,Domestic,1,Loyal Customers,-0.08096697751726756,1.4226983279104557
13716,268,1,138.28,United Kingdom,Domestic,3,At-Risk,-2.028557536367213,0.23205394801596135
13717,31,6,1445.01,United Kingdom,Domestic,1,Loyal Customers,0.9740741574003137,0.3001243539033583
13718,245,2,306.55,United Kingdom,Domestic,3,At-Risk,-1.2546389877587634,0.6223619277071989
13719,14,5,1041.68,United Kingdom,Domestic,1,Loyal Customers,0.9506030423442537,-0.3271233770832576
13720,116,4,799.9,United Kingdom,Domestic,1,Loyal Customers,-0.07357729032911914,0.7252712870168584
13721,35,1,524.14,United Kingdom,Domestic,0,Potential Loyalists,-0.6810010318591097,-0.4757953489180636
13722,131,3,2375.41,United Kingdom,Domestic,1,Loyal Customers,0.1965805373906503,1.1092354450612674
13723,216,1,199.85,United Kingdom,Domestic,3,At-Risk,-1.7783813996937368,0.23836989176514792
13725,49,8,1980.56,United Kingdom,Domestic,1,Loyal Customers,1.191101962054706,0.775275333027222
13726,38,2,1079.66,United Kingdom,Domestic,1,Loyal Customers,-0.001033459710541717,-0.010770956936294573
13727,28,2,333.48,United Kingdom,Domestic,0,Potential Loyalists,-0.45058136050328806,-0.6147312760405225
13728,36,6,1016.14,United Kingdom,Domestic,1,Loyal Customers,0.7555434155801706,0.25772744202979636
13730,135,2,752.6,United Kingdom,Domestic,3,At-Risk,-0.6182862933029727,0.5982363246054085
13731,218,2,610.59,United Kingdom,Domestic,3,At-Risk,-0.8874898382024945,0.8044737976873969
13732,27,1,491.86,United Kingdom,Domestic,0,Potential Loyalists,-0.6212089591312291,-0.6479804585043233
13735,24,4,2883.54,United Kingdom,Domestic,1,Loyal Customers,1.0850275786622674,0.2781358606716354
13736,4,2,729.8,United Kingdom,Domestic,0,Potential Loyalists,0.547990407426111,-1.3716253694019733
13737,199,1,339.6,United Kingdom,Domestic,3,At-Risk,-1.4990674103170691,0.38287811449412207
13739,17,1,216.9,United Kingdom,Domestic,0,Potential Loyalists,-0.8498397071588176,-1.2080381444643098
13740,240,1,350.75,United Kingdom,Domestic,3,At-Risk,-1.5504730479372784,0.5052149753520541
13741,71,3,668.4300000000001,United Kingdom,Domestic,1,Loyal Customers,-0.18679765972969842,0.2871469784993614
13742,16,12,3107.87,United Kingdom,Domestic,2,VIP / Champions,2.122703243676699,0.4397487002308093
13743,2,7,1341.6,United Kingdom,Domestic,2,VIP / Champions,1.905915146466676,-1.0798388039188165
13744,94,2,1080.52,United Kingdom,Domestic,1,Loyal Customers,-0.3189248781250194,0.517431853817705
13745,161,1,300.04,United Kingdom,Domestic,3,At-Risk,-1.4822169951894986,0.21284133923101686
13747,373,1,79.6,United Kingdom,Domestic,3,At-Risk,-2.4054353668319117,0.22769681998863808
13748,95,5,948.25,United Kingdom,Domestic,1,Loyal Customers,0.24255348753018682,0.7392841249848771
13750,53,5,1647.26,United Kingdom,Domestic,1,Loyal Customers,0.7095873342093684,0.5996411507610805
13751,287,1,296.25,United Kingdom,Domestic,3,At-Risk,-1.6938978511949727,0.5493764708621561
13752,123,6,1175.38,United Kingdom,Domestic,1,Loyal Customers,0.3921113870164052,1.0279368946934302
13753,287,1,741.26,United Kingdom,Domestic,3,At-Risk,-1.2604614081212038,0.883581432200586
13754,151,2,282.6,United Kingdom,Domestic,3,At-Risk,-1.1209298163552737,0.3072777197846776
13755,3,9,2108.06,United Kingdom,Domestic,2,VIP / Champions,2.2188366669887216,-0.6595619384314356
13756,1,14,5189.52,United Kingdom,Domestic,2,VIP / Champions,3.2599499466338258,-0.5876552594317829
13758,11,7,3190.55,United Kingdom,Domestic,2,VIP / Champions,1.8204658766978332,0.058391304827520384
13759,32,2,659.4100000000001,United Kingdom,Domestic,0,Potential Loyalists,-0.1745649889114149,-0.2896748771835515
13760,53,2,286.79,United Kingdom,Domestic,3,At-Risk,-0.7440305402374395,-0.301007864202617
13761,49,2,1070.65,United Kingdom,Domestic,1,Loyal Customers,-0.09381844296830724,0.1334965432523367
13762,218,1,306.72,United Kingdom,Domestic,3,At-Risk,-1.5795928959527212,0.3996162457097391
13763,62,1,1714.96,United Kingdom,Domestic,1,Loyal Customers,-0.32023677271664236,0.28844978709126057
13764,70,3,1519.42,United Kingdom,Domestic,1,Loyal Customers,0.20673278842474144,0.5784338128917822
13767,1,37,17220.36,United Kingdom,Domestic,2,VIP / Champions,4.6688296296956375,0.20340991771563552
13769,1,10,2796.51,United Kingdom,Domestic,2,VIP / Champions,2.686633494184897,-0.9311963035936549
13771,63,4,2634.45,United Kingdom,Domestic,1,Loyal Customers,0.7062208239273625,0.8025311782667865
13772,33,3,1122.63,United Kingdom,Domestic,1,Loyal Customers,0.3267128970224191,0.03138850333365876
13774,81,1,345.0,United Kingdom,Domestic,3,At-Risk,-1.1728903243529825,-0.1400502466363906
13777,0,33,25977.16,United Kingdom,Domestic,2,VIP / Champions,5.010716354390568,-0.09970315829280876
13778,102,1,178.7,United Kingdom,Domestic,3,At-Risk,-1.5647012848992874,-0.2441133410862016
13780,6,2,360.01,United Kingdom,Domestic,0,Potential Loyalists,0.09368481930282196,-1.4296664377115411
13781,250,1,127.84,United Kingdom,Domestic,3,At-Risk,-2.0407024796786715,0.16253253938767923
13782,12,6,908.86,United Kingdom,Domestic,1,Loyal Customers,1.0766631408106344,-0.4031845122421983
13784,9,11,2462.79,United Kingdom,Domestic,2,VIP / Champions,2.1298380881619505,0.009778853328587887
13786,366,1,230.4,United Kingdom,Domestic,3,At-Risk,-1.8991616112249723,0.6016525997249371
13787,75,2,309.04,United Kingdom,Domestic,3,At-Risk,-0.8309266382243047,-0.07117105050893466
13790,3,1,348.8,United Kingdom,Domestic,0,Potential Loyalists,-0.08798118495802949,-1.9270217319138239
13791,127,2,1516.0,United Kingdom,Domestic,1,Loyal Customers,-0.2652453427832873,0.8177939122402614
13792,65,2,195.55,United Kingdom,Domestic,3,At-Risk,-0.996369964420804,-0.321276535211477
13798,0,57,37153.85,United Kingdom,Domestic,2,VIP / Champions,5.663322088450153,0.23384477900208725
13799,116,2,688.86,United Kingdom,Domestic,3,At-Risk,-0.6063492867590756,0.47673474101268387
13800,309,1,558.32,United Kingdom,Domestic,3,At-Risk,-1.4208044439437348,0.8238857597316576
13801,66,1,324.8,United Kingdom,Domestic,3,At-Risk,-1.1291618293505559,-0.28181060213628417
13802,138,3,4599.42,United Kingdom,Domestic,1,Loyal Customers,0.49097219549933946,1.381110317395956
13803,254,1,277.07,United Kingdom,Domestic,3,At-Risk,-1.6819856803721267,0.45285714408271077
13804,30,7,2588.39,United Kingdom,Domestic,1,Loyal Customers,1.3821605366054286,0.5447906599198011
13805,51,2,924.6,United Kingdom,Domestic,1,Loyal Customers,-0.1772326079382294,0.10324590211856308
13806,63,1,256.38,United Kingdom,Domestic,3,At-Risk,-1.2244361362771228,-0.3950622328680244
