CustomerID,Recency,Frequency,Monetary,Country,Customer_Region,Cluster
13579,14,2,467.04,United Kingdom,Domestic,3
13581,308,1,118.0,United Kingdom,Domestic,0
13583,155,1,781.03,United Kingdom,Domestic,0
13584,306,1,142.4,United Kingdom,Domestic,0
13587,63,1,712.4,United Kingdom,Domestic,0
13588,15,9,2478.95,United Kingdom,Domestic,1
13589,14,2,379.65,United Kingdom,Domestic,3
13590,10,6,1981.92,United Kingdom,Domestic,1
13591,64,3,1117.13,United Kingdom,Domestic,2
13592,35,4,247.96,United Kingdom,Domestic,3
13593,107,5,2011.88,United Kingdom,Domestic,2
13594,52,1,396.97,United Kingdom,Domestic,0
13596,5,2,664.11,United Kingdom,Domestic,3
13598,46,1,160.04,United Kingdom,Domestic,0
13599,0,21,5149.92,United Kingdom,Domestic,1
13600,311,1,219.52,United Kingdom,Domestic,0
13601,44,2,693.32,United Kingdom,Domestic,2
13602,64,1,428.89,United Kingdom,Domestic,0
13603,25,1,164.34,United Kingdom,Domestic,3
13606,28,3,276.75,United Kingdom,Domestic,3
13607,39,1,675.51,United Kingdom,Domestic,3
13610,11,7,1082.33,United Kingdom,Domestic,2
13611,88,3,1154.4,United Kingdom,Domestic,2
13614,23,4,1585.46,United Kingdom,Domestic,2
13615,318,1,417.69,United Kingdom,Domestic,0
13617,39,3,544.18,United Kingdom,Domestic,2
13618,173,1,177.34,United Kingdom,Domestic,0
13621,116,1,213.85,United Kingdom,Domestic,0
13623,30,5,727.74,United Kingdom,Domestic,2
13626,252,1,257.23,United Kingdom,Domestic,0
13627,58,5,1638.47,United Kingdom,Domestic,2
13629,22,11,7792.36,United Kingdom,Domestic,1
13630,4,7,2031.78,United Kingdom,Domestic,1
13631,99,11,3070.42,United Kingdom,Domestic,2
13632,24,5,2118.93,United Kingdom,Domestic,2
13634,32,5,1547.36,United Kingdom,Domestic,2
13635,67,1,1071.03,United Kingdom,Domestic,0
13636,36,5,949.12,United Kingdom,Domestic,2
13637,51,3,804.3,United Kingdom,Domestic,2
13638,15,1,122.64,United Kingdom,Domestic,3
13639,73,1,1033.34,United Kingdom,Domestic,0
13642,215,1,312.28,United Kingdom,Domestic,0
13643,30,3,519.44,United Kingdom,Domestic,3
13644,15,4,2624.26,United Kingdom,Domestic,2
13645,119,1,252.1,United Kingdom,Domestic,0
13647,9,4,1648.12,United Kingdom,Domestic,2
13649,256,2,346.6,United Kingdom,Domestic,0
13650,16,6,1836.34,United Kingdom,Domestic,2
13651,34,2,94.2,United Kingdom,Domestic,0
13652,45,3,1095.08,United Kingdom,Domestic,2
13654,42,6,2707.33,United Kingdom,Domestic,2
13655,113,2,932.97,United Kingdom,Domestic,2
13656,164,2,379.65,United Kingdom,Domestic,0
13657,10,2,382.14,United Kingdom,Domestic,3
13658,9,5,2639.17,United Kingdom,Domestic,1
13659,205,2,1563.0,United Kingdom,Domestic,2
13662,85,3,881.26,United Kingdom,Domestic,2
13663,178,1,189.47,United Kingdom,Domestic,0
13666,59,3,84.65,United Kingdom,Domestic,0
13667,148,1,299.05,United Kingdom,Domestic,0
13668,2,21,6309.83,United Kingdom,Domestic,1
13669,50,2,218.55,United Kingdom,Domestic,0
13670,74,1,349.7,United Kingdom,Domestic,0
13672,300,2,186.39,United Kingdom,Domestic,0
13673,18,2,387.44,United Kingdom,Domestic,3
13675,150,2,486.8200000000001,United Kingdom,Domestic,0
13678,151,1,232.6,United Kingdom,Domestic,0
13680,0,4,3719.12,United Kingdom,Domestic,1
13681,17,4,827.83,United Kingdom,Domestic,2
13682,186,1,59.5,United Kingdom,Domestic,0
13684,285,1,65.13,United Kingdom,Domestic,0
13685,2,7,3119.44,United Kingdom,Domestic,1
13686,182,1,72.0,United Kingdom,Domestic,0
13689,62,1,910.0,United Kingdom,Domestic,0
13690,58,1,172.25,United Kingdom,Domestic,0
13692,24,3,1488.32,United Kingdom,Domestic,2
13694,3,50,65039.62,United Kingdom,Domestic,1
13695,30,15,2504.13,United Kingdom,Domestic,1
13697,38,1,151.29999999999998,United Kingdom,Domestic,0
13699,154,1,308.58000000000004,United Kingdom,Domestic,0
13700,25,10,2248.63,United Kingdom,Domestic,1
13703,317,1,99.5,United Kingdom,Domestic,0
13704,4,9,2308.06,United Kingdom,Domestic,1
13705,7,3,711.86,United Kingdom,Domestic,3
13706,302,1,330.79,United Kingdom,Domestic,0
13707,266,2,806.41,United Kingdom,Domestic,0
13708,270,1,285.33,United Kingdom,Domestic,0
13709,3,13,6307.650000000001,United Kingdom,Domestic,1
13710,31,1,180.48,United Kingdom,Domestic,3
13711,218,2,252.06,United Kingdom,Domestic,0
13712,246,1,228.84,United Kingdom,Domestic,0
13715,280,5,1077.39,United Kingdom,Domestic,2
13716,268,1,138.28,United Kingdom,Domestic,0
13717,31,6,1445.01,United Kingdom,Domestic,2
13718,245,2,306.55,United Kingdom,Domestic,0
13719,14,5,1041.68,United Kingdom,Domestic,2
13720,116,4,799.9,United Kingdom,Domestic,2
13721,35,1,524.14,United Kingdom,Domestic,3
13722,131,3,2375.41,United Kingdom,Domestic,2
13723,216,1,199.85,United Kingdom,Domestic,0
13725,49,8,1980.56,United Kingdom,Domestic,2
13726,38,2,1079.66,United Kingdom,Domestic,2
13727,28,2,333.48,United Kingdom,Domestic,3
13728,36,6,1016.14,United Kingdom,Domestic,2
13730,135,2,752.6,United Kingdom,Domestic,0
13731,218,2,610.59,United Kingdom,Domestic,0
13732,27,1,491.86,United Kingdom,Domestic,3
13735,24,4,2883.54,United Kingdom,Domestic,2
13736,4,2,729.8,United Kingdom,Domestic,3
13737,199,1,339.6,United Kingdom,Domestic,0
13739,17,1,216.9,United Kingdom,Domestic,3
13740,240,1,350.75,United Kingdom,Domestic,0
13741,71,3,668.4300000000001,United Kingdom,Domestic,2
13742,16,12,3107.87,United Kingdom,Domestic,1
13743,2,7,1341.6,United Kingdom,Domestic,1
13744,94,2,1080.52,United Kingdom,Domestic,2
13745,161,1,300.04,United Kingdom,Domestic,0
13747,373,1,79.6,United Kingdom,Domestic,0
13748,95,5,948.25,United Kingdom,Domestic,2
13750,53,5,1647.26,United Kingdom,Domestic,2
13751,287,1,296.25,United Kingdom,Domestic,0
13752,123,6,1175.38,United Kingdom,Domestic,2
13753,287,1,741.26,United Kingdom,Domestic,0
13754,151,2,282.6,United Kingdom,Domestic,0
13755,3,9,2108.06,United Kingdom,Domestic,1
13756,1,14,5189.52,United Kingdom,Domestic,1
13758,11,7,3190.55,United Kingdom,Domestic,1
13759,32,2,659.4100000000001,United Kingdom,Domestic,3
13760,53,2,286.79,United Kingdom,Domestic,0
13761,49,2,1070.65,United Kingdom,Domestic,2
13762,218,1,306.72,United Kingdom,Domestic,0
13763,62,1,1714.96,United Kingdom,Domestic,2
13764,70,3,1519.42,United Kingdom,Domestic,2
13767,1,37,17220.36,United Kingdom,Domestic,1
13769,1,10,2796.51,United Kingdom,Domestic,1
13771,63,4,2634.45,United Kingdom,Domestic,2
13772,33,3,1122.63,United Kingdom,Domestic,2
13774,81,1,345.0,United Kingdom,Domestic,0
13777,0,33,25977.16,United Kingdom,Domestic,1
13778,102,1,178.7,United Kingdom,Domestic,0
13780,6,2,360.01,United Kingdom,Domestic,3
13781,250,1,127.84,United Kingdom,Domestic,0
13782,12,6,908.86,United Kingdom,Domestic,2
13784,9,11,2462.79,United Kingdom,Domestic,1
13786,366,1,230.4,United Kingdom,Domestic,0
13787,75,2,309.04,United Kingdom,Domestic,0
13790,3,1,348.8,United Kingdom,Domestic,3
13791,127,2,1516.0,United Kingdom,Domestic,2
13792,65,2,195.55,United Kingdom,Domestic,0
13798,0,57,37153.85,United Kingdom,Domestic,1
13799,116,2,688.86,United Kingdom,Domestic,0
13800,309,1,558.32,United Kingdom,Domestic,0
13801,66,1,324.8,United Kingdom,Domestic,0
13802,138,3,4599.42,United Kingdom,Domestic,2
13803,254,1,277.07,United Kingdom,Domestic,0
13804,30,7,2588.39,United Kingdom,Domestic,2
13805,51,2,924.6,United Kingdom,Domestic,2
13806,63,1,256.38,United Kingdom,Domestic,0
13807,366,1,112.6,United Kingdom,Domestic,0
13808,5,5,1747.66,United Kingdom,Domestic,1
13819,301,3,1140.35,United Kingdom,Domestic,2
13821,144,2,385.64,United Kingdom,Domestic,0
13822,5,2,632.0,United Kingdom,Domestic,3
13823,18,2,957.66,United Kingdom,Domestic,3
13824,32,5,1698.94,United Kingdom,Domestic,2
13826,175,1,189.5,United Kingdom,Domestic,0
13827,57,3,409.8,United Kingdom,Domestic,2
13828,21,1,209.49,United Kingdom,Domestic,3
13831,15,6,2198.45,United Kingdom,Domestic,2
13832,18,1,52.2,United Kingdom,Domestic,3
13833,158,1,383.85,United Kingdom,Domestic,0
13835,24,4,834.57,United Kingdom,Domestic,2
13837,211,2,266.59000000000003,United Kingdom,Domestic,0
13838,5,4,674.82,United Kingdom,Domestic,3
13841,252,1,85.0,United Kingdom,Domestic,0
13842,58,9,3385.62,United Kingdom,Domestic,2
13844,10,1,361.62,United Kingdom,Domestic,3
13845,64,1,312.98,United Kingdom,Domestic,0
13846,24,3,865.0600000000001,United Kingdom,Domestic,2
13848,91,3,1255.0,United Kingdom,Domestic,2
13849,51,2,1537.95,United Kingdom,Domestic,2
13850,128,1,1595.48,United Kingdom,Domestic,0
13851,95,3,2651.46,United Kingdom,Domestic,2
13853,56,1,1090.14,United Kingdom,Domestic,0
13854,8,25,8109.519999999999,United Kingdom,Domestic,1
13856,168,3,388.5,United Kingdom,Domestic,0
13858,56,1,216.17,United Kingdom,Domestic,0
13859,325,1,201.16,United Kingdom,Domestic,0
13860,0,5,1245.9,United Kingdom,Domestic,1
13862,17,8,2209.36,United Kingdom,Domestic,1
13863,247,1,305.78,United Kingdom,Domestic,0
13865,57,4,501.56,United Kingdom,Domestic,2
13866,73,1,145.67000000000002,United Kingdom,Domestic,0
13867,30,3,1005.09,United Kingdom,Domestic,2
13868,6,2,3192.54,United Kingdom,Domestic,3
13869,122,4,3083.65,United Kingdom,Domestic,2
13870,1,8,2770.94,United Kingdom,Domestic,1
13871,22,13,6403.25,United Kingdom,Domestic,1
13873,119,3,389.6,United Kingdom,Domestic,0
13874,357,1,540.45,United Kingdom,Domestic,0
13875,53,5,1786.79,United Kingdom,Domestic,2
13876,63,1,122.7,United Kingdom,Domestic,0
13877,85,1,117.24,United Kingdom,Domestic,0
13878,54,1,1271.57,United Kingdom,Domestic,2
13880,20,13,3219.77,United Kingdom,Domestic,1
13881,3,20,17159.52,United Kingdom,Domestic,1
13882,2,5,1191.13,United Kingdom,Domestic,1
13883,10,5,2674.48,United Kingdom,Domestic,1
13884,6,5,787.6,United Kingdom,Domestic,3
13885,188,2,506.8,United Kingdom,Domestic,0
13886,70,1,243.56,United Kingdom,Domestic,0
13887,203,1,349.55,United Kingdom,Domestic,0
13888,119,2,595.67,United Kingdom,Domestic,0
13889,92,1,416.9,United Kingdom,Domestic,0
13890,0,10,1883.81,United Kingdom,Domestic,1
13892,26,4,632.97,United Kingdom,Domestic,2
13893,297,1,821.1,United Kingdom,Domestic,0
13894,23,3,564.62,United Kingdom,Domestic,3
13895,27,4,2593.07,United Kingdom,Domestic,2
13897,49,1,311.16,United Kingdom,Domestic,0
13898,325,1,155.93,United Kingdom,Domestic,0
13899,15,2,388.52,United Kingdom,Domestic,3
13900,182,3,740.95,United Kingdom,Domestic,2
13901,71,5,2867.2,United Kingdom,Domestic,2
13904,36,2,332.64,United Kingdom,Domestic,3
13908,79,4,2369.55,United Kingdom,Domestic,2
13911,56,9,2580.91,United Kingdom,Domestic,2
13914,11,2,626.45,United Kingdom,Domestic,3
13917,49,2,272.04,United Kingdom,Domestic,0
13918,49,2,1212.84,United Kingdom,Domestic,2
13922,351,1,172.25,United Kingdom,Domestic,0
13923,53,1,351.13,United Kingdom,Domestic,0
13924,1,6,1838.85,United Kingdom,Domestic,1
13925,92,4,678.25,United Kingdom,Domestic,2
13926,22,1,223.85,United Kingdom,Domestic,3
13927,74,1,348.99,United Kingdom,Domestic,0
13928,10,4,464.57,United Kingdom,Domestic,3
13929,168,2,842.65,United Kingdom,Domestic,0
13930,57,2,337.34,United Kingdom,Domestic,0
13931,95,2,1237.53,United Kingdom,Domestic,2
13932,294,1,307.4,United Kingdom,Domestic,0
13933,108,2,608.7900000000001,United Kingdom,Domestic,0
13934,263,1,922.1,United Kingdom,Domestic,0
13936,179,1,376.58,United Kingdom,Domestic,0
13937,168,1,158.85,United Kingdom,Domestic,0
13938,34,1,71.66,United Kingdom,Domestic,0
13939,22,3,568.55,United Kingdom,Domestic,3
13940,16,4,839.14,United Kingdom,Domestic,2
13941,21,5,5112.96,United Kingdom,Domestic,2
13946,78,3,561.5699999999999,United Kingdom,Domestic,2
13947,64,1,90.6,United Kingdom,Domestic,0
13948,360,1,102.0,United Kingdom,Domestic,0
13949,2,6,2427.32,United Kingdom,Domestic,1
13950,10,4,745.06,United Kingdom,Domestic,3
13951,175,3,674.45,United Kingdom,Domestic,2
13952,217,2,3251.071,United Kingdom,Domestic,2
13953,6,7,3515.68,United Kingdom,Domestic,1
13954,1,2,439.92,United Kingdom,Domestic,3
13955,153,2,322.96,United Kingdom,Domestic,0
13956,4,5,1019.27,United Kingdom,Domestic,3
13959,78,3,594.04,United Kingdom,Domestic,2
13960,20,2,230.22,United Kingdom,Domestic,3
13962,21,2,169.55,United Kingdom,Domestic,3
13963,307,4,664.54,United Kingdom,Domestic,2
13967,145,1,80.7,United Kingdom,Domestic,0
13969,6,18,9024.17,United Kingdom,Domestic,1
13971,18,8,2758.26,United Kingdom,Domestic,1
13972,70,2,190.25,United Kingdom,Domestic,0
13973,286,1,264.7,United Kingdom,Domestic,0
13974,48,1,413.59,United Kingdom,Domestic,0
13975,30,6,2461.24,United Kingdom,Domestic,2
13976,206,1,357.98,United Kingdom,Domestic,0
13978,14,2,196.79,United Kingdom,Domestic,3
13979,72,1,869.87,United Kingdom,Domestic,0
13980,59,1,200.14,United Kingdom,Domestic,0
13982,38,4,1871.81,United Kingdom,Domestic,2
13983,29,12,2603.43,United Kingdom,Domestic,1
13984,26,5,920.51,United Kingdom,Domestic,2
13985,3,15,7060.13,United Kingdom,Domestic,1
13986,16,1,320.46,United Kingdom,Domestic,3
13988,19,6,4147.96,United Kingdom,Domestic,1
13989,65,2,1266.08,United Kingdom,Domestic,2
13990,212,1,311.3,United Kingdom,Domestic,0
13991,11,6,852.88,United Kingdom,Domestic,2
13992,29,1,76.8,United Kingdom,Domestic,0
13993,42,9,3466.36,United Kingdom,Domestic,2
13994,3,6,2274.14,United Kingdom,Domestic,1
13995,14,5,1393.69,United Kingdom,Domestic,2
13999,9,12,3901.81,United Kingdom,Domestic,1
14000,210,1,635.66,United Kingdom,Domestic,0
14001,45,3,2043.08,United Kingdom,Domestic,2
14002,133,2,529.73,United Kingdom,Domestic,0
14004,42,7,4582.64,United Kingdom,Domestic,2
14005,9,5,2874.72,United Kingdom,Domestic,1
14006,115,3,962.19,United Kingdom,Domestic,2
14009,197,2,695.61,United Kingdom,Domestic,0
14012,277,1,328.8,United Kingdom,Domestic,0
14013,109,3,473.02,United Kingdom,Domestic,0
14014,76,1,505.18,United Kingdom,Domestic,0
14015,52,1,917.34,United Kingdom,Domestic,0
14019,46,3,1421.61,United Kingdom,Domestic,2
14020,16,2,642.8,United Kingdom,Domestic,3
14021,154,3,631.9,United Kingdom,Domestic,2
14022,224,1,440.0,United Kingdom,Domestic,0
14023,6,2,584.07,United Kingdom,Domestic,3
14024,121,2,327.7,United Kingdom,Domestic,0
14027,60,1,104.82,United Kingdom,Domestic,0
14029,62,2,467.66,United Kingdom,Domestic,0
14030,17,8,2358.84,United Kingdom,Domestic,1
14031,6,19,17286.86,United Kingdom,Domestic,1
14032,1,11,2975.59,United Kingdom,Domestic,1
14034,21,3,648.89,United Kingdom,Domestic,3
14035,28,5,1428.02,United Kingdom,Domestic,2
14036,284,1,626.65,United Kingdom,Domestic,0
14037,175,2,147.20000000000002,United Kingdom,Domestic,0
14038,77,3,1560.38,United Kingdom,Domestic,2
14039,32,1,152.2,United Kingdom,Domestic,0
14040,40,12,3560.32,United Kingdom,Domestic,1
14041,265,1,141.41,United Kingdom,Domestic,0
14044,26,4,646.42,United Kingdom,Domestic,2
14045,108,4,1659.75,United Kingdom,Domestic,2
14046,283,1,154.99,United Kingdom,Domestic,0
14047,8,5,1308.61,United Kingdom,Domestic,2
14048,304,1,409.93,United Kingdom,Domestic,0
14049,16,4,5578.72,United Kingdom,Domestic,2
14050,31,2,746.36,United Kingdom,Domestic,3
14051,0,23,15610.39,United Kingdom,Domestic,1
14052,19,1,225.36,United Kingdom,Domestic,3
14053,123,2,260.25,United Kingdom,Domestic,0
14054,64,1,92.46,United Kingdom,Domestic,0
14055,105,1,725.6400000000001,United Kingdom,Domestic,0
14056,0,23,8152.71,United Kingdom,Domestic,1
14057,23,17,6211.66,United Kingdom,Domestic,1
14059,266,1,183.6,United Kingdom,Domestic,0
14060,4,19,6140.42,United Kingdom,Domestic,1
14062,9,12,10464.85,United Kingdom,Domestic,1
14064,28,5,1334.34,United Kingdom,Domestic,2
14066,266,1,152.55,United Kingdom,Domestic,0
14067,63,2,374.7,United Kingdom,Domestic,0
14068,319,1,265.85,United Kingdom,Domestic,0
14071,3,8,1437.57,United Kingdom,Domestic,1
14073,31,1,151.04,United Kingdom,Domestic,0
14075,4,3,942.26,United Kingdom,Domestic,3
14076,128,1,118.67,United Kingdom,Domestic,0
14077,40,5,499.42,United Kingdom,Domestic,2
14078,101,6,1049.37,United Kingdom,Domestic,2
14079,124,1,375.1,United Kingdom,Domestic,0
14080,32,1,45.6,United Kingdom,Domestic,0
14081,301,2,921.62,United Kingdom,Domestic,0
14082,364,1,182.25,United Kingdom,Domestic,0
14083,3,9,1002.9,United Kingdom,Domestic,1
14085,1,18,4421.29,United Kingdom,Domestic,1
14087,2,1,191.47,United Kingdom,Domestic,3
14088,9,13,50491.81,United Kingdom,Domestic,1
14089,56,1,158.75,United Kingdom,Domestic,0
14090,324,1,76.32000000000001,United Kingdom,Domestic,0
14092,7,14,4076.91,United Kingdom,Domestic,1
14093,11,1,433.86,United Kingdom,Domestic,3
14096,3,17,65164.79,United Kingdom,Domestic,1
14098,36,1,147.35,United Kingdom,Domestic,0
14099,15,11,3104.17,United Kingdom,Domestic,1
14100,137,1,191.95,United Kingdom,Domestic,0
14101,73,6,5976.79,United Kingdom,Domestic,2
14102,4,5,1105.88,United Kingdom,Domestic,3
14104,154,2,216.21,United Kingdom,Domestic,0
14105,238,1,1266.23,United Kingdom,Domestic,0
14107,51,7,2703.23,United Kingdom,Domestic,2
14108,30,2,597.91,United Kingdom,Domestic,3
14109,72,1,144.2,United Kingdom,Domestic,0
14110,3,12,5683.15,United Kingdom,Domestic,1
14111,13,4,692.85,United Kingdom,Domestic,3
14112,22,7,2915.15,United Kingdom,Domestic,2
14113,3,4,1840.42,United Kingdom,Domestic,1
14114,273,2,386.53,United Kingdom,Domestic,0
14116,19,5,1382.74,United Kingdom,Domestic,2
14117,143,1,90.0,United Kingdom,Domestic,0
14121,3,4,2780.15,United Kingdom,Domestic,1
14124,83,1,419.58,United Kingdom,Domestic,0
14125,10,3,2720.63,United Kingdom,Domestic,2
14126,7,3,706.1300000000001,United Kingdom,Domestic,3
14127,122,3,709.71,United Kingdom,Domestic,2
14128,60,2,637.5,United Kingdom,Domestic,2
14129,1,5,1123.86,United Kingdom,Domestic,1
14130,318,1,480.91,United Kingdom,Domestic,0
14132,1,11,3586.03,United Kingdom,Domestic,1
14133,129,3,605.64,United Kingdom,Domestic,2
14135,1,15,4690.31,United Kingdom,Domestic,1
14138,1,2,965.88,United Kingdom,Domestic,3
14139,45,1,415.82,United Kingdom,Domestic,0
14140,3,2,935.05,United Kingdom,Domestic,3
14141,2,4,915.13,United Kingdom,Domestic,3
14142,372,1,311.81,United Kingdom,Domestic,0
14143,133,1,115.8,United Kingdom,Domestic,0
14145,46,4,3742.2,United Kingdom,Domestic,2
14146,8,5,4191.0,United Kingdom,Domestic,1
14147,77,2,483.4,United Kingdom,Domestic,0
14148,233,1,157.2,United Kingdom,Domestic,0
14149,220,1,446.62,United Kingdom,Domestic,0
14150,35,2,658.64,United Kingdom,Domestic,3
14152,74,2,621.29,United Kingdom,Domestic,0
14154,238,2,1345.62,United Kingdom,Domestic,2
14155,265,1,118.75,United Kingdom,Domestic,0
14157,19,2,424.89,United Kingdom,Domestic,3
14158,39,1,507.66,United Kingdom,Domestic,3
14159,19,11,4630.35,United Kingdom,Domestic,1
14161,215,3,1097.62,United Kingdom,Domestic,2
14162,173,2,289.36,United Kingdom,Domestic,0
14163,86,4,2445.91,United Kingdom,Domestic,2
14164,70,2,1631.77,United Kingdom,Domestic,2
14165,275,1,120.44,United Kingdom,Domestic,0
14167,38,4,562.59,United Kingdom,Domestic,2
14171,97,1,363.79,United Kingdom,Domestic,0
14173,10,4,450.84,United Kingdom,Domestic,3
14174,32,1,134.46,United Kingdom,Domestic,0
14175,59,3,3222.3,United Kingdom,Domestic,2
14176,296,4,576.9000000000001,United Kingdom,Domestic,2
14177,85,4,549.46,United Kingdom,Domestic,2
14178,8,7,1600.26,United Kingdom,Domestic,1
14179,40,2,701.57,United Kingdom,Domestic,3
14180,10,25,4748.52,United Kingdom,Domestic,1
14184,66,1,452.89,United Kingdom,Domestic,0
14185,330,1,197.65,United Kingdom,Domestic,0
14188,30,6,2054.36,United Kingdom,Domestic,2
14189,1,15,4654.08,United Kingdom,Domestic,1
14191,1,13,4684.76,United Kingdom,Domestic,1
14193,67,2,853.39,United Kingdom,Domestic,2
14194,4,21,11349.52,United Kingdom,Domestic,1
14195,201,2,1012.0,United Kingdom,Domestic,0
14196,106,1,335.52,United Kingdom,Domestic,0
14198,17,4,701.4,United Kingdom,Domestic,3
14199,217,1,185.4,United Kingdom,Domestic,0
14201,59,7,747.44,United Kingdom,Domestic,2
14204,1,1,150.61,United Kingdom,Domestic,3
14205,16,2,466.7,United Kingdom,Domestic,3
14206,238,1,328.16,United Kingdom,Domestic,0
14208,94,1,151.74,United Kingdom,Domestic,0
14209,10,6,2073.43,United Kingdom,Domestic,1
14210,105,6,1905.84,United Kingdom,Domestic,2
14211,52,9,2241.1,United Kingdom,Domestic,2
14212,89,1,1070.48,United Kingdom,Domestic,0
14214,30,5,1004.38,United Kingdom,Domestic,2
14215,11,6,1789.72,United Kingdom,Domestic,1
14216,2,4,1839.3,United Kingdom,Domestic,1
14217,1,17,2004.98,United Kingdom,Domestic,1
14218,42,1,169.48000000000002,United Kingdom,Domestic,0
14219,3,1,89.94,United Kingdom,Domestic,3
14220,246,2,632.4,United Kingdom,Domestic,0
14221,41,9,3432.8,United Kingdom,Domestic,2
14222,176,1,683.17,United Kingdom,Domestic,0
14223,91,3,991.13,United Kingdom,Domestic,2
14224,109,4,1009.73,United Kingdom,Domestic,2
14226,28,5,2214.79,United Kingdom,Domestic,2
14227,25,10,3350.96,United Kingdom,Domestic,1
14229,51,3,1547.2,United Kingdom,Domestic,2
14231,183,3,925.71,United Kingdom,Domestic,2
14232,42,5,2048.07,United Kingdom,Domestic,2
14233,48,4,1462.72,United Kingdom,Domestic,2
14234,21,4,754.12,United Kingdom,Domestic,2
14235,74,5,3144.86,United Kingdom,Domestic,2
14236,80,2,490.86,United Kingdom,Domestic,0
14237,372,1,161.0,United Kingdom,Domestic,0
14238,325,1,146.85,United Kingdom,Domestic,0
14239,42,11,2380.85,United Kingdom,Domestic,2
14240,29,2,890.34,United Kingdom,Domestic,3
14241,183,1,213.7,United Kingdom,Domestic,0
14242,234,2,280.55,United Kingdom,Domestic,0
14243,8,10,2588.77,United Kingdom,Domestic,1
14245,219,2,1693.45,United Kingdom,Domestic,2
14246,110,3,1474.06,United Kingdom,Domestic,2
14247,277,1,136.76999999999998,United Kingdom,Domestic,0
14248,317,1,302.58,United Kingdom,Domestic,0
14250,6,3,1904.05,United Kingdom,Domestic,3
14251,1,5,2879.7000000000003,United Kingdom,Domestic,1
14256,259,2,969.06,United Kingdom,Domestic,0
14257,63,5,3099.7200000000003,United Kingdom,Domestic,2
14258,8,9,12669.98,United Kingdom,Domestic,1
14259,141,1,120.0,United Kingdom,Domestic,0
14261,50,2,1163.45,United Kingdom,Domestic,2
14262,7,8,2618.23,United Kingdom,Domestic,1
14264,154,2,333.97,United Kingdom,Domestic,0
14267,162,3,1516.24,United Kingdom,Domestic,2
14270,331,1,492.65,United Kingdom,Domestic,0
14271,225,1,112.32,United Kingdom,Domestic,0
14272,73,2,437.96,United Kingdom,Domestic,0
14273,50,4,559.97,United Kingdom,Domestic,2
14276,98,3,1119.74,United Kingdom,Domestic,2
14280,196,1,134.04,United Kingdom,Domestic,0
14282,2,15,3701.44,United Kingdom,Domestic,1
14284,30,2,595.25,United Kingdom,Domestic,3
14285,20,4,1910.01,United Kingdom,Domestic,2
14286,23,3,4628.75,United Kingdom,Domestic,2
14287,7,3,176.63,United Kingdom,Domestic,3
14288,212,1,426.6,United Kingdom,Domestic,0
14289,8,6,911.26,United Kingdom,Domestic,2
14290,10,5,2314.65,United Kingdom,Domestic,2
14291,1,11,3883.25,United Kingdom,Domestic,1
14292,7,9,4871.93,United Kingdom,Domestic,1
14293,2,4,1046.56,United Kingdom,Domestic,3
14295,39,1,166.20000000000002,United Kingdom,Domestic,0
14297,17,4,1305.33,United Kingdom,Domestic,2
14298,7,44,51527.3,United Kingdom,Domestic,1
14299,7,9,3965.62,United Kingdom,Domestic,1
14300,18,1,43.2,United Kingdom,Domestic,3
14301,116,1,640.14,United Kingdom,Domestic,0
14304,222,1,383.45,United Kingdom,Domestic,0
14305,70,3,1858.96,United Kingdom,Domestic,2
14306,50,2,2093.32,United Kingdom,Domestic,2
14307,88,6,2995.72,United Kingdom,Domestic,2
14309,7,9,2352.53,United Kingdom,Domestic,1
14311,242,1,310.26,United Kingdom,Domestic,0
14312,46,6,1611.59,United Kingdom,Domestic,2
14314,106,1,120.0,United Kingdom,Domestic,0
14315,44,6,2481.13,United Kingdom,Domestic,2
14317,64,1,508.58,United Kingdom,Domestic,0
14320,206,2,477.79,United Kingdom,Domestic,0
14321,10,5,1530.75,United Kingdom,Domestic,2
14323,114,2,605.0600000000001,United Kingdom,Domestic,0
14326,241,1,183.85,United Kingdom,Domestic,0
14327,162,1,311.65,United Kingdom,Domestic,0
14329,16,7,4975.24,United Kingdom,Domestic,1
14331,123,2,462.66,United Kingdom,Domestic,0
14332,22,3,840.21,United Kingdom,Domestic,2
14333,67,1,415.2,United Kingdom,Domestic,0
14334,16,8,2552.21,United Kingdom,Domestic,1
14336,16,4,1614.91,United Kingdom,Domestic,2
14338,160,2,588.22,United Kingdom,Domestic,0
14339,242,1,309.52,United Kingdom,Domestic,0
14340,218,1,134.7,United Kingdom,Domestic,0
14341,44,8,2166.98,United Kingdom,Domestic,2
14342,20,4,668.5600000000001,United Kingdom,Domestic,2
14344,126,8,889.9300000000001,United Kingdom,Domestic,2
14345,38,1,108.98,United Kingdom,Domestic,0
14346,120,2,1021.58,United Kingdom,Domestic,2
14348,259,1,409.57,United Kingdom,Domestic,0
14349,9,1,133.5,United Kingdom,Domestic,3
14350,273,1,282.93,United Kingdom,Domestic,0
14351,164,1,51.0,United Kingdom,Domestic,0
14352,156,4,1078.96,United Kingdom,Domestic,2
14353,214,1,90.6,United Kingdom,Domestic,0
14354,5,2,163.62,United Kingdom,Domestic,3
14355,365,1,174.4,United Kingdom,Domestic,0
14356,79,2,701.23,United Kingdom,Domestic,2
14357,42,1,225.12,United Kingdom,Domestic,0
14359,18,3,912.18,United Kingdom,Domestic,3
14360,31,4,2118.03,United Kingdom,Domestic,2
14362,21,1,151.5,United Kingdom,Domestic,3
