,CustomerID,Recency,Frequency,Monetary,Country,Customer_Region,Cluster
1070,13786,366,1,230.4,United Kingdom,Domestic,3
1071,13787,75,2,309.04,United Kingdom,Domestic,3
1072,13790,3,1,348.8,United Kingdom,Domestic,0
1073,13791,127,2,1516.0,United Kingdom,Domestic,1
1074,13792,65,2,195.55,United Kingdom,Domestic,3
1075,13798,0,57,37153.85,United Kingdom,Domestic,2
1076,13799,116,2,688.86,United Kingdom,Domestic,3
1077,13800,309,1,558.32,United Kingdom,Domestic,3
1078,13801,66,1,324.8,United Kingdom,Domestic,3
1079,13802,138,3,4599.42,United Kingdom,Domestic,1
1080,13803,254,1,277.07,United Kingdom,Domestic,3
1081,13804,30,7,2588.39,United Kingdom,Domestic,1
1082,13805,51,2,924.6,United Kingdom,Domestic,1
1083,13806,63,1,256.38,United Kingdom,Domestic,3
1084,13807,366,1,112.6,United Kingdom,Domestic,3
1085,13808,5,5,1747.66,United Kingdom,Domestic,2
1086,13809,304,1,155.05,Cyprus,International,3
1087,13810,28,3,1499.01,Germany,International,1
1088,13811,183,3,814.5,Germany,International,1
1089,13812,41,3,539.0,Germany,International,1
1090,13813,39,4,1366.86,Germany,International,1
1091,13814,91,2,1579.12,Germany,International,1
1092,13815,21,4,4027.36,Germany,International,1
1093,13816,23,2,571.6700000000001,Germany,International,0
1094,13817,28,2,382.98,Germany,International,0
1095,13819,301,3,1140.35,United Kingdom,Domestic,1
1096,13821,144,2,385.64,United Kingdom,Domestic,3
1097,13822,5,2,632.0,United Kingdom,Domestic,0
1098,13823,18,2,957.66,United Kingdom,Domestic,0
1099,13824,32,5,1698.94,United Kingdom,Domestic,1
1100,13826,175,1,189.5,United Kingdom,Domestic,3
1101,13827,57,3,409.8,United Kingdom,Domestic,1
1102,13828,21,1,209.49,United Kingdom,Domestic,0
1103,13831,15,6,2198.45,United Kingdom,Domestic,1
1104,13832,18,1,52.2,United Kingdom,Domestic,0
1105,13833,158,1,383.85,United Kingdom,Domestic,3
1106,13835,24,4,834.57,United Kingdom,Domestic,1
1107,13837,211,2,266.59000000000003,United Kingdom,Domestic,3
1108,13838,5,4,674.82,United Kingdom,Domestic,0
1109,13841,252,1,85.0,United Kingdom,Domestic,3
1110,13842,58,9,3385.62,United Kingdom,Domestic,1
1111,13844,10,1,361.62,United Kingdom,Domestic,0
1112,13845,64,1,312.98,United Kingdom,Domestic,3
1113,13846,24,3,865.0600000000001,United Kingdom,Domestic,1
1114,13848,91,3,1255.0,United Kingdom,Domestic,1
1115,13849,51,2,1537.95,United Kingdom,Domestic,1
1116,13850,128,1,1595.48,United Kingdom,Domestic,3
1117,13851,95,3,2651.46,United Kingdom,Domestic,1
1118,13853,56,1,1090.14,United Kingdom,Domestic,3
1119,13854,8,25,8109.519999999999,United Kingdom,Domestic,2
1120,13856,168,3,388.5,United Kingdom,Domestic,3
1121,13858,56,1,216.17,United Kingdom,Domestic,3
1122,13859,325,1,201.16,United Kingdom,Domestic,3
1123,13860,0,5,1245.9,United Kingdom,Domestic,2
1124,13862,17,8,2209.36,United Kingdom,Domestic,2
1125,13863,247,1,305.78,United Kingdom,Domestic,3
1126,13865,57,4,501.56,United Kingdom,Domestic,1
1127,13866,73,1,145.67000000000002,United Kingdom,Domestic,3
1128,13867,30,3,1005.09,United Kingdom,Domestic,1
1129,13868,6,2,3192.54,United Kingdom,Domestic,0
1130,13869,122,4,3083.65,United Kingdom,Domestic,1
1131,13870,1,8,2770.94,United Kingdom,Domestic,2
1132,13871,22,13,6403.25,United Kingdom,Domestic,2
1133,13873,119,3,389.6,United Kingdom,Domestic,3
1134,13874,357,1,540.45,United Kingdom,Domestic,3
1135,13875,53,5,1786.79,United Kingdom,Domestic,1
1136,13876,63,1,122.7,United Kingdom,Domestic,3
1137,13877,85,1,117.24,United Kingdom,Domestic,3
1138,13878,54,1,1271.57,United Kingdom,Domestic,1
1139,13880,20,13,3219.77,United Kingdom,Domestic,2
1140,13881,3,20,17159.52,United Kingdom,Domestic,2
1141,13882,2,5,1191.13,United Kingdom,Domestic,2
1142,13883,10,5,2674.48,United Kingdom,Domestic,2
1143,13884,6,5,787.6,United Kingdom,Domestic,0
1144,13885,188,2,506.8,United Kingdom,Domestic,3
1145,13886,70,1,243.56,United Kingdom,Domestic,3
1146,13887,203,1,349.55,United Kingdom,Domestic,3
1147,13888,119,2,595.67,United Kingdom,Domestic,3
1148,13889,92,1,416.9,United Kingdom,Domestic,3
1149,13890,0,10,1883.81,United Kingdom,Domestic,2
1150,13892,26,4,632.97,United Kingdom,Domestic,1
1151,13893,297,1,821.1,United Kingdom,Domestic,3
1152,13894,23,3,564.62,United Kingdom,Domestic,0
1153,13895,27,4,2593.07,United Kingdom,Domestic,1
1154,13897,49,1,311.16,United Kingdom,Domestic,3
1155,13898,325,1,155.93,United Kingdom,Domestic,3
1156,13899,15,2,388.52,United Kingdom,Domestic,0
1157,13900,182,3,740.95,United Kingdom,Domestic,1
1158,13901,71,5,2867.2,United Kingdom,Domestic,1
1159,13904,36,2,332.64,United Kingdom,Domestic,0
1160,13908,79,4,2369.55,United Kingdom,Domestic,1
1161,13911,56,9,2580.91,United Kingdom,Domestic,1
1162,13914,11,2,626.45,United Kingdom,Domestic,0
1163,13917,49,2,272.04,United Kingdom,Domestic,3
1164,13918,49,2,1212.84,United Kingdom,Domestic,1
1165,13919,58,2,384.81,Denmark,International,3
1166,13922,351,1,172.25,United Kingdom,Domestic,3
1167,13923,53,1,351.13,United Kingdom,Domestic,3
1168,13924,1,6,1838.85,United Kingdom,Domestic,2
1169,13925,92,4,678.25,United Kingdom,Domestic,1
1170,13926,22,1,223.85,United Kingdom,Domestic,0
1171,13927,74,1,348.99,United Kingdom,Domestic,3
1172,13928,10,4,464.57,United Kingdom,Domestic,0
1173,13929,168,2,842.65,United Kingdom,Domestic,3
1174,13930,57,2,337.34,United Kingdom,Domestic,3
1175,13931,95,2,1237.53,United Kingdom,Domestic,1
1176,13932,294,1,307.4,United Kingdom,Domestic,3
1177,13933,108,2,608.7900000000001,United Kingdom,Domestic,3
1178,13934,263,1,922.1,United Kingdom,Domestic,3
1179,13936,179,1,376.58,United Kingdom,Domestic,3
1180,13937,168,1,158.85,United Kingdom,Domestic,3
1181,13938,34,1,71.66,United Kingdom,Domestic,3
1182,13939,22,3,568.55,United Kingdom,Domestic,0
1183,13940,16,4,839.14,United Kingdom,Domestic,1
1184,13941,21,5,5112.96,United Kingdom,Domestic,1
1185,13946,78,3,561.5699999999999,United Kingdom,Domestic,1
1186,13947,64,1,90.6,United Kingdom,Domestic,3
1187,13948,360,1,102.0,United Kingdom,Domestic,3
1188,13949,2,6,2427.32,United Kingdom,Domestic,2
1189,13950,10,4,745.06,United Kingdom,Domestic,0
1190,13951,175,3,674.45,United Kingdom,Domestic,1
1191,13952,217,2,3251.071,United Kingdom,Domestic,1
1192,13953,6,7,3515.68,United Kingdom,Domestic,2
1193,13954,1,2,439.92,United Kingdom,Domestic,0
1194,13955,153,2,322.96,United Kingdom,Domestic,3
1195,13956,4,5,1019.27,United Kingdom,Domestic,0
1196,13959,78,3,594.04,United Kingdom,Domestic,1
1197,13960,20,2,230.22,United Kingdom,Domestic,0
1198,13962,21,2,169.55,United Kingdom,Domestic,0
1199,13963,307,4,664.54,United Kingdom,Domestic,1
1200,13967,145,1,80.7,United Kingdom,Domestic,3
1201,13969,6,18,9024.17,United Kingdom,Domestic,2
1202,13971,18,8,2758.26,United Kingdom,Domestic,2
1203,13972,70,2,190.25,United Kingdom,Domestic,3
1204,13973,286,1,264.7,United Kingdom,Domestic,3
1205,13974,48,1,413.59,United Kingdom,Domestic,3
1206,13975,30,6,2461.24,United Kingdom,Domestic,1
1207,13976,206,1,357.98,United Kingdom,Domestic,3
1208,13978,14,2,196.79,United Kingdom,Domestic,0
1209,13979,72,1,869.87,United Kingdom,Domestic,3
1210,13980,59,1,200.14,United Kingdom,Domestic,3
1211,13982,38,4,1871.81,United Kingdom,Domestic,1
1212,13983,29,12,2603.43,United Kingdom,Domestic,2
1213,13984,26,5,920.51,United Kingdom,Domestic,1
1214,13985,3,15,7060.13,United Kingdom,Domestic,2
1215,13986,16,1,320.46,United Kingdom,Domestic,0
1216,13988,19,6,4147.96,United Kingdom,Domestic,2
1217,13989,65,2,1266.08,United Kingdom,Domestic,1
1218,13990,212,1,311.3,United Kingdom,Domestic,3
1219,13991,11,6,852.88,United Kingdom,Domestic,1
1220,13992,29,1,76.8,United Kingdom,Domestic,3
1221,13993,42,9,3466.36,United Kingdom,Domestic,1
1222,13994,3,6,2274.14,United Kingdom,Domestic,2
1223,13995,14,5,1393.69,United Kingdom,Domestic,1
1224,13999,9,12,3901.81,United Kingdom,Domestic,2
1225,14000,210,1,635.66,United Kingdom,Domestic,3
1226,14001,45,3,2043.08,United Kingdom,Domestic,1
1227,14002,133,2,529.73,United Kingdom,Domestic,3
1228,14004,42,7,4582.64,United Kingdom,Domestic,1
1229,14005,9,5,2874.72,United Kingdom,Domestic,2
1230,14006,115,3,962.19,United Kingdom,Domestic,1
1231,14009,197,2,695.61,United Kingdom,Domestic,3
1232,14012,277,1,328.8,United Kingdom,Domestic,3
1233,14013,109,3,473.02,United Kingdom,Domestic,3
1234,14014,76,1,505.18,United Kingdom,Domestic,3
1235,14015,52,1,917.34,United Kingdom,Domestic,3
1236,14016,161,4,4341.21,Ireland,International,1
1237,14019,46,3,1421.61,United Kingdom,Domestic,1
1238,14020,16,2,642.8,United Kingdom,Domestic,0
1239,14021,154,3,631.9,United Kingdom,Domestic,1
1240,14022,224,1,440.0,United Kingdom,Domestic,3
1241,14023,6,2,584.07,United Kingdom,Domestic,0
1242,14024,121,2,327.7,United Kingdom,Domestic,3
1243,14027,60,1,104.82,United Kingdom,Domestic,3
1244,14029,62,2,467.66,United Kingdom,Domestic,3
1245,14030,17,8,2358.84,United Kingdom,Domestic,2
1246,14031,6,19,17286.86,United Kingdom,Domestic,2
1247,14032,1,11,2975.59,United Kingdom,Domestic,2
1248,14034,21,3,648.89,United Kingdom,Domestic,0
1249,14035,28,5,1428.02,United Kingdom,Domestic,1
1250,14036,284,1,626.65,United Kingdom,Domestic,3
1251,14037,175,2,147.20000000000002,United Kingdom,Domestic,3
1252,14038,77,3,1560.38,United Kingdom,Domestic,1
1253,14039,32,1,152.2,United Kingdom,Domestic,3
1254,14040,40,12,3560.32,United Kingdom,Domestic,2
1255,14041,265,1,141.41,United Kingdom,Domestic,3
1256,14044,26,4,646.42,United Kingdom,Domestic,1
1257,14045,108,4,1659.75,United Kingdom,Domestic,1
1258,14046,283,1,154.99,United Kingdom,Domestic,3
1259,14047,8,5,1308.61,United Kingdom,Domestic,1
1260,14048,304,1,409.93,United Kingdom,Domestic,3
1261,14049,16,4,5578.72,United Kingdom,Domestic,1
1262,14050,31,2,746.36,United Kingdom,Domestic,0
1263,14051,0,23,15610.39,United Kingdom,Domestic,2
1264,14052,19,1,225.36,United Kingdom,Domestic,0
1265,14053,123,2,260.25,United Kingdom,Domestic,3
1266,14054,64,1,92.46,United Kingdom,Domestic,3
1267,14055,105,1,725.6400000000001,United Kingdom,Domestic,3
1268,14056,0,23,8152.71,United Kingdom,Domestic,2
1269,14057,23,17,6211.66,United Kingdom,Domestic,2
1270,14059,266,1,183.6,United Kingdom,Domestic,3
1271,14060,4,19,6140.42,United Kingdom,Domestic,2
1272,14062,9,12,10464.85,United Kingdom,Domestic,2
1273,14064,28,5,1334.34,United Kingdom,Domestic,1
1274,14066,266,1,152.55,United Kingdom,Domestic,3
1275,14067,63,2,374.7,United Kingdom,Domestic,3
1276,14068,319,1,265.85,United Kingdom,Domestic,3
1277,14071,3,8,1437.57,United Kingdom,Domestic,2
1278,14073,31,1,151.04,United Kingdom,Domestic,3
1279,14075,4,3,942.26,United Kingdom,Domestic,0
1280,14076,128,1,118.67,United Kingdom,Domestic,3
1281,14077,40,5,499.42,United Kingdom,Domestic,1
1282,14078,101,6,1049.37,United Kingdom,Domestic,1
1283,14079,124,1,375.1,United Kingdom,Domestic,3
1284,14080,32,1,45.6,United Kingdom,Domestic,3
1285,14081,301,2,921.62,United Kingdom,Domestic,3
1286,14082,364,1,182.25,United Kingdom,Domestic,3
1287,14083,3,9,1002.9,United Kingdom,Domestic,2
1288,14085,1,18,4421.29,United Kingdom,Domestic,2
1289,14087,2,1,191.47,United Kingdom,Domestic,0
1290,14088,9,13,50491.81,United Kingdom,Domestic,2
1291,14089,56,1,158.75,United Kingdom,Domestic,3
1292,14090,324,1,76.32000000000001,United Kingdom,Domestic,3
1293,14092,7,14,4076.91,United Kingdom,Domestic,2
1294,14093,11,1,433.86,United Kingdom,Domestic,0
1295,14096,3,17,65164.79,United Kingdom,Domestic,2
1296,14098,36,1,147.35,United Kingdom,Domestic,3
1297,14099,15,11,3104.17,United Kingdom,Domestic,2
1298,14100,137,1,191.95,United Kingdom,Domestic,3
1299,14101,73,6,5976.79,United Kingdom,Domestic,1
1300,14102,4,5,1105.88,United Kingdom,Domestic,0
1301,14104,154,2,216.21,United Kingdom,Domestic,3
1302,14105,238,1,1266.23,United Kingdom,Domestic,3
1303,14107,51,7,2703.23,United Kingdom,Domestic,1
1304,14108,30,2,597.91,United Kingdom,Domestic,0
1305,14109,72,1,144.2,United Kingdom,Domestic,3
1306,14110,3,12,5683.15,United Kingdom,Domestic,2
1307,14111,13,4,692.85,United Kingdom,Domestic,0
1308,14112,22,7,2915.15,United Kingdom,Domestic,1
1309,14113,3,4,1840.42,United Kingdom,Domestic,2
1310,14114,273,2,386.53,United Kingdom,Domestic,3
1311,14116,19,5,1382.74,United Kingdom,Domestic,1
1312,14117,143,1,90.0,United Kingdom,Domestic,3
1313,14121,3,4,2780.15,United Kingdom,Domestic,2
1314,14124,83,1,419.58,United Kingdom,Domestic,3
1315,14125,10,3,2720.63,United Kingdom,Domestic,1
1316,14126,7,3,706.1300000000001,United Kingdom,Domestic,0
1317,14127,122,3,709.71,United Kingdom,Domestic,1
1318,14128,60,2,637.5,United Kingdom,Domestic,1
1319,14129,1,5,1123.86,United Kingdom,Domestic,2
1320,14130,318,1,480.91,United Kingdom,Domestic,3
1321,14132,1,11,3586.03,United Kingdom,Domestic,2
1322,14133,129,3,605.64,United Kingdom,Domestic,1
1323,14135,1,15,4690.31,United Kingdom,Domestic,2
1324,14138,1,2,965.88,United Kingdom,Domestic,0
1325,14139,45,1,415.82,United Kingdom,Domestic,3
1326,14140,3,2,935.05,United Kingdom,Domestic,0
1327,14141,2,4,915.13,United Kingdom,Domestic,0
1328,14142,372,1,311.81,United Kingdom,Domestic,3
1329,14143,133,1,115.8,United Kingdom,Domestic,3
1330,14145,46,4,3742.2,United Kingdom,Domestic,1
1331,14146,8,5,4191.0,United Kingdom,Domestic,2
1332,14147,77,2,483.4,United Kingdom,Domestic,3
1333,14148,233,1,157.2,United Kingdom,Domestic,3
1334,14149,220,1,446.62,United Kingdom,Domestic,3
1335,14150,35,2,658.64,United Kingdom,Domestic,0
1336,14152,74,2,621.29,United Kingdom,Domestic,3
1337,14154,238,2,1345.62,United Kingdom,Domestic,1
1338,14155,265,1,118.75,United Kingdom,Domestic,3
1339,14156,9,55,117210.08,Ireland,International,2
1340,14157,19,2,424.89,United Kingdom,Domestic,0
1341,14158,39,1,507.66,United Kingdom,Domestic,0
1342,14159,19,11,4630.35,United Kingdom,Domestic,2
1343,14161,215,3,1097.62,United Kingdom,Domestic,1
1344,14162,173,2,289.36,United Kingdom,Domestic,3
1345,14163,86,4,2445.91,United Kingdom,Domestic,1
1346,14164,70,2,1631.77,United Kingdom,Domestic,1
1347,14165,275,1,120.44,United Kingdom,Domestic,3
1348,14167,38,4,562.59,United Kingdom,Domestic,1
1349,14171,97,1,363.79,United Kingdom,Domestic,3
1350,14173,10,4,450.84,United Kingdom,Domestic,0
1351,14174,32,1,134.46,United Kingdom,Domestic,3
1352,14175,59,3,3222.3,United Kingdom,Domestic,1
1353,14176,296,4,576.9000000000001,United Kingdom,Domestic,3
1354,14177,85,4,549.46,United Kingdom,Domestic,1
1355,14178,8,7,1600.26,United Kingdom,Domestic,2
1356,14179,40,2,701.57,United Kingdom,Domestic,0
1357,14180,10,25,4748.52,United Kingdom,Domestic,2
1358,14184,66,1,452.89,United Kingdom,Domestic,3
1359,14185,330,1,197.65,United Kingdom,Domestic,3
1360,14188,30,6,2054.36,United Kingdom,Domestic,1
1361,14189,1,15,4654.08,United Kingdom,Domestic,2
1362,14191,1,13,4684.76,United Kingdom,Domestic,2
1363,14193,67,2,853.39,United Kingdom,Domestic,1
1364,14194,4,21,11349.52,United Kingdom,Domestic,2
1365,14195,201,2,1012.0,United Kingdom,Domestic,3
1366,14196,106,1,335.52,United Kingdom,Domestic,3
1367,14198,17,4,701.4,United Kingdom,Domestic,0
1368,14199,217,1,185.4,United Kingdom,Domestic,3
1369,14201,59,7,747.44,United Kingdom,Domestic,1
1370,14204,1,1,150.61,United Kingdom,Domestic,0
1371,14205,16,2,466.7,United Kingdom,Domestic,0
1372,14206,238,1,328.16,United Kingdom,Domestic,3
1373,14208,94,1,151.74,United Kingdom,Domestic,3
1374,14209,10,6,2073.43,United Kingdom,Domestic,2
1375,14210,105,6,1905.84,United Kingdom,Domestic,1
1376,14211,52,9,2241.1,United Kingdom,Domestic,1
1377,14212,89,1,1070.48,United Kingdom,Domestic,3
1378,14214,30,5,1004.38,United Kingdom,Domestic,1
1379,14215,11,6,1789.72,United Kingdom,Domestic,2
1380,14216,2,4,1839.3,United Kingdom,Domestic,2
1381,14217,1,17,2004.98,United Kingdom,Domestic,2
1382,14218,42,1,169.48000000000002,United Kingdom,Domestic,3
1383,14219,3,1,89.94,United Kingdom,Domestic,0
1384,14220,246,2,632.4,United Kingdom,Domestic,3
1385,14221,41,9,3432.8,United Kingdom,Domestic,1
1386,14222,176,1,683.17,United Kingdom,Domestic,3
1387,14223,91,3,991.13,United Kingdom,Domestic,1
1388,14224,109,4,1009.73,United Kingdom,Domestic,1
1389,14226,28,5,2214.79,United Kingdom,Domestic,1
1390,14227,25,10,3350.96,United Kingdom,Domestic,2
1391,14229,51,3,1547.2,United Kingdom,Domestic,1
1392,14231,183,3,925.71,United Kingdom,Domestic,1
1393,14232,42,5,2048.07,United Kingdom,Domestic,1
1394,14233,48,4,1462.72,United Kingdom,Domestic,1
1395,14234,21,4,754.12,United Kingdom,Domestic,1
1396,14235,74,5,3144.86,United Kingdom,Domestic,1
1397,14236,80,2,490.86,United Kingdom,Domestic,3
1398,14237,372,1,161.0,United Kingdom,Domestic,3
1399,14238,325,1,146.85,United Kingdom,Domestic,3
1400,14239,42,11,2380.85,United Kingdom,Domestic,2
1401,14240,29,2,890.34,United Kingdom,Domestic,0
1402,14241,183,1,213.7,United Kingdom,Domestic,3
1403,14242,234,2,280.55,United Kingdom,Domestic,3
1404,14243,8,10,2588.77,United Kingdom,Domestic,2
1405,14245,219,2,1693.45,United Kingdom,Domestic,1
1406,14246,110,3,1474.06,United Kingdom,Domestic,1
1407,14247,277,1,136.76999999999998,United Kingdom,Domestic,3
1408,14248,317,1,302.58,United Kingdom,Domestic,3
1409,14250,6,3,1904.05,United Kingdom,Domestic,0
1410,14251,1,5,2879.7000000000003,United Kingdom,Domestic,2
1411,14256,259,2,969.06,United Kingdom,Domestic,3
1412,14257,63,5,3099.7200000000003,United Kingdom,Domestic,1
1413,14258,8,9,12669.98,United Kingdom,Domestic,2
1414,14259,141,1,120.0,United Kingdom,Domestic,3
1415,14261,50,2,1163.45,United Kingdom,Domestic,1
1416,14262,7,8,2618.23,United Kingdom,Domestic,2
1417,14264,154,2,333.97,United Kingdom,Domestic,3
1418,14267,162,3,1516.24,United Kingdom,Domestic,1
1419,14270,331,1,492.65,United Kingdom,Domestic,3
1420,14271,225,1,112.32,United Kingdom,Domestic,3
1421,14272,73,2,437.96,United Kingdom,Domestic,3
1422,14273,50,4,559.97,United Kingdom,Domestic,1
1423,14276,98,3,1119.74,United Kingdom,Domestic,1
1424,14277,14,3,4188.0,France,International,1
1425,14280,196,1,134.04,United Kingdom,Domestic,3
1426,14282,2,15,3701.44,United Kingdom,Domestic,2
1427,14284,30,2,595.25,United Kingdom,Domestic,0
1428,14285,20,4,1910.01,United Kingdom,Domestic,1
1429,14286,23,3,4628.75,United Kingdom,Domestic,1
1430,14287,7,3,176.63,United Kingdom,Domestic,0
1431,14288,212,1,426.6,United Kingdom,Domestic,3
1432,14289,8,6,911.26,United Kingdom,Domestic,1
1433,14290,10,5,2314.65,United Kingdom,Domestic,2
1434,14291,1,11,3883.25,United Kingdom,Domestic,2
1435,14292,7,9,4871.93,United Kingdom,Domestic,2
1436,14293,2,4,1046.56,United Kingdom,Domestic,0
1437,14295,39,1,166.20000000000002,United Kingdom,Domestic,3
1438,14297,17,4,1305.33,United Kingdom,Domestic,1
1439,14298,7,44,51527.3,United Kingdom,Domestic,2
1440,14299,7,9,3965.62,United Kingdom,Domestic,2
1441,14300,18,1,43.2,United Kingdom,Domestic,0
1442,14301,116,1,640.14,United Kingdom,Domestic,3
1443,14304,222,1,383.45,United Kingdom,Domestic,3
1444,14305,70,3,1858.96,United Kingdom,Domestic,1
1445,14306,50,2,2093.32,United Kingdom,Domestic,1
1446,14307,88,6,2995.72,United Kingdom,Domestic,1
1447,14309,7,9,2352.53,United Kingdom,Domestic,2
1448,14311,242,1,310.26,United Kingdom,Domestic,3
1449,14312,46,6,1611.59,United Kingdom,Domestic,1
1450,14314,106,1,120.0,United Kingdom,Domestic,3
1451,14315,44,6,2481.13,United Kingdom,Domestic,1
1452,14317,64,1,508.58,United Kingdom,Domestic,3
1453,14320,206,2,477.79,United Kingdom,Domestic,3
1454,14321,10,5,1530.75,United Kingdom,Domestic,1
1455,14323,114,2,605.0600000000001,United Kingdom,Domestic,3
1456,14326,241,1,183.85,United Kingdom,Domestic,3
1457,14327,162,1,311.65,United Kingdom,Domestic,3
1458,14329,16,7,4975.24,United Kingdom,Domestic,2
1459,14331,123,2,462.66,United Kingdom,Domestic,3
1460,14332,22,3,840.21,United Kingdom,Domestic,1
1461,14333,67,1,415.2,United Kingdom,Domestic,3
1462,14334,16,8,2552.21,United Kingdom,Domestic,2
1463,14335,15,2,454.86,Germany,International,0
1464,14336,16,4,1614.91,United Kingdom,Domestic,1
1465,14338,160,2,588.22,United Kingdom,Domestic,3
1466,14339,242,1,309.52,United Kingdom,Domestic,3
1467,14340,218,1,134.7,United Kingdom,Domestic,3
1468,14341,44,8,2166.98,United Kingdom,Domestic,1
1469,14342,20,4,668.5600000000001,United Kingdom,Domestic,1
1470,14344,126,8,889.9300000000001,United Kingdom,Domestic,1
1471,14345,38,1,108.98,United Kingdom,Domestic,3
1472,14346,120,2,1021.58,United Kingdom,Domestic,1
1473,14348,259,1,409.57,United Kingdom,Domestic,3
1474,14349,9,1,133.5,United Kingdom,Domestic,0
1475,14350,273,1,282.93,United Kingdom,Domestic,3
1476,14351,164,1,51.0,United Kingdom,Domestic,3
1477,14352,156,4,1078.96,United Kingdom,Domestic,1
1478,14353,214,1,90.6,United Kingdom,Domestic,3
1479,14354,5,2,163.62,United Kingdom,Domestic,0
1480,14355,365,1,174.4,United Kingdom,Domestic,3
1481,14356,79,2,701.23,United Kingdom,Domestic,1
1482,14357,42,1,225.12,United Kingdom,Domestic,3
1483,14359,18,3,912.18,United Kingdom,Domestic,0
1484,14360,31,4,2118.03,United Kingdom,Domestic,1
1485,14362,21,1,151.5,United Kingdom,Domestic,0
1486,14364,108,8,3717.35,United Kingdom,Domestic,1
1487,14367,7,16,9227.82,United Kingdom,Domestic,2
1488,14368,319,1,155.0,United Kingdom,Domestic,3
1489,14371,294,1,100.5,United Kingdom,Domestic,3
1490,14373,357,1,76.55,United Kingdom,Domestic,3
1491,14375,184,1,235.56,United Kingdom,Domestic,3
1492,14377,190,2,617.05,United Kingdom,Domestic,3
1493,14379,43,2,348.1,United Kingdom,Domestic,0
1494,14381,51,1,202.68,United Kingdom,Domestic,3
1495,14382,25,1,615.49,United Kingdom,Domestic,0
1496,14383,37,3,1247.69,United Kingdom,Domestic,1
1497,14385,8,3,202.11,United Kingdom,Domestic,0
1498,14386,296,1,142.4,United Kingdom,Domestic,3
1499,14387,32,3,1727.6,United Kingdom,Domestic,1
1500,14388,9,8,3212.84,United Kingdom,Domestic,2
1501,14389,64,2,1043.46,United Kingdom,Domestic,1
1502,14390,9,9,4642.57,United Kingdom,Domestic,2
1503,14393,217,1,67.95,United Kingdom,Domestic,3
1504,14395,1,9,3479.91,United Kingdom,Domestic,2
1505,14396,64,2,487.99,United Kingdom,Domestic,3
1506,14397,2,19,2612.96,United Kingdom,Domestic,2
1507,14400,148,1,574.7,United Kingdom,Domestic,3
1508,14401,3,13,4051.48,United Kingdom,Domestic,2
1509,14403,129,4,1475.81,United Kingdom,Domestic,1
1510,14404,33,6,1449.32,United Kingdom,Domestic,1
1511,14406,118,1,156.75,United Kingdom,Domestic,3
1512,14407,106,6,2157.73,United Kingdom,Domestic,1
1513,14408,10,7,2599.03,United Kingdom,Domestic,2
1514,14409,70,6,2059.4500000000003,United Kingdom,Domestic,1
1515,14410,91,9,1100.27,United Kingdom,Domestic,1
1516,14411,310,1,1063.0,United Kingdom,Domestic,3
1517,14412,42,2,770.03,United Kingdom,Domestic,1
1518,14413,361,1,121.05,United Kingdom,Domestic,3
1519,14414,91,7,1496.98,United Kingdom,Domestic,1
1520,14415,0,13,5855.57,United Kingdom,Domestic,2
1521,14416,21,2,490.22,United Kingdom,Domestic,0
1522,14418,3,3,1937.25,United Kingdom,Domestic,0
1523,14419,10,6,1051.79,United Kingdom,Domestic,1
1524,14420,98,1,387.52,United Kingdom,Domestic,3
1525,14421,56,2,813.11,United Kingdom,Domestic,1
1526,14422,0,6,4263.64,United Kingdom,Domestic,2
1527,14423,217,1,265.2,United Kingdom,Domestic,3
1528,14424,17,1,322.08,United Kingdom,Domestic,0
1529,14426,23,10,4481.67,United Kingdom,Domestic,2
1530,14427,49,2,363.34,United Kingdom,Domestic,3
1531,14428,6,5,1224.06,United Kingdom,Domestic,0
1532,14431,302,1,470.36,United Kingdom,Domestic,3
1533,14432,9,6,2248.5,United Kingdom,Domestic,2
1534,14434,21,6,1372.8,United Kingdom,Domestic,1
1535,14436,98,1,89.06,United Kingdom,Domestic,3
1536,14437,365,1,63.0,United Kingdom,Domestic,3
1537,14438,305,1,131.9,United Kingdom,Domestic,3
1538,14439,319,1,2661.24,Greece,International,1
1539,14440,7,5,2357.6800000000003,United Kingdom,Domestic,2
1540,14441,0,4,1712.89,United Kingdom,Domestic,2
1541,14442,204,2,1589.82,Channel Islands,International,1
1542,14443,53,4,1420.2,United Kingdom,Domestic,1
1543,14446,0,4,1010.35,United Kingdom,Domestic,0
1544,14447,18,5,1163.23,United Kingdom,Domestic,1
1545,14448,8,2,375.35,United Kingdom,Domestic,0
1546,14449,18,4,885.8,United Kingdom,Domestic,1
1547,14450,180,3,483.25,United Kingdom,Domestic,3
1548,14451,59,2,643.9,United Kingdom,Domestic,1
1549,14452,10,2,259.05,United Kingdom,Domestic,0
1550,14453,189,1,119.93,United Kingdom,Domestic,3
1551,14456,4,9,3017.28,United Kingdom,Domestic,2
1552,14457,310,1,113.64,United Kingdom,Domestic,3
1553,14459,154,1,1837.92,United Kingdom,Domestic,1
1554,14460,109,3,434.34,United Kingdom,Domestic,3
1555,14461,147,3,2103.06,United Kingdom,Domestic,1
1556,14462,65,11,1980.57,United Kingdom,Domestic,1
1557,14463,97,3,529.62,United Kingdom,Domestic,1
1558,14465,246,3,1038.44,United Kingdom,Domestic,1
1559,14466,28,7,2272.4,United Kingdom,Domestic,1
1560,14467,17,4,596.26,United Kingdom,Domestic,0
